Price,city,History,Millage,Ratings,Make,Model,Transmission,Age
3645000.0,Lagos,foreign,193160.0,4.900000095367432,Toyota,Camry,Automatic,10.0
3315000.0,Lagos,foreign,112356.0,4.699999809265137,Lexus,IS 250,Automatic,15.0
5365000.0,Lagos,foreign,113085.0,4.800000190734863,Toyota,Corolla,Automatic,7.0
3690000.0,Lagos,foreign,137307.0,4.800000190734863,Lexus,GS 350,Automatic,14.0
2365000.0,Lagos,foreign,102344.0,4.900000095367432,Toyota,Corolla,Automatic,14.0
2315000.0,Lagos,foreign,209737.0,5.0,Toyota,Camry,Automatic,17.0
5265000.0,Lagos,foreign,159807.0,4.900000095367432,MINI,Cooper Countryman,Automatic,10.0
3515000.0,Lagos,foreign,86724.0,5.0,Lexus,ES 330,Automatic,17.0
5365000.0,Lagos,foreign,63429.0,4.900000095367432,Toyota,Corolla,Automatic,7.0
6665000.0,Lagos,foreign,171530.0,4.800000190734863,Toyota,RAV 4,Automatic,8.0
3415000.0,Lagos,foreign,103811.0,4.900000095367432,Hyundai,Sonata,Automatic,10.0
2415000.0,Abuja,foreign,159544.0,4.900000095367432,Toyota,Camry,Automatic,13.0
5055000.0,Lagos,foreign,85750.0,4.900000095367432,Toyota,Camry,Automatic,9.0
4215000.0,Lagos,foreign,141986.0,4.900000095367432,Toyota,Camry,Automatic,11.0
4515000.0,Lagos,foreign,139144.0,4.900000095367432,Toyota,Corolla,Automatic,8.0
5115000.0,Abuja,foreign,680011.0,4.900000095367432,Lexus,RX 300,Automatic,16.0
5615000.0,Abuja,foreign,554710.0,4.900000095367432,Lexus,RX 350,Automatic,14.0
3115000.0,Abuja,foreign,688501.0,4.900000095367432,Peugeot,406,Automatic,13.0
5515000.0,Abuja,foreign,50501.0,5.0,Mercedes-Benz,C 300,Automatic,13.0
1515000.0,Lagos,foreign,130703.0,4.900000095367432,Nissan,Micra,Automatic,16.0
4815000.0,Lagos,foreign,156116.0,5.0,Ford,Kuga,Automatic,12.0
4425000.0,Lagos,foreign,71956.0,4.900000095367432,Honda,Crosstour,Automatic,11.0
2640000.0,Lagos,local,136330.0,4.800000190734863,Mercedes-Benz,ML 350,Automatic,15.0
6000000.0,Lagos,foreign,75388.0,5.0,Toyota,Sienna,Automatic,9.0
3322500.0,Lagos,foreign,115392.0,5.0,Toyota,Corolla,Automatic,11.0
5577000.0,Lagos,foreign,157352.0,4.900000095367432,Toyota,Venza,Automatic,11.0
3415000.0,Lagos,foreign,98231.0,4.800000190734863,Toyota,Camry,Automatic,12.0
5115000.0,Lagos,foreign,108909.0,4.900000095367432,Lexus,ES 350,Automatic,11.0
4515000.0,Lagos,foreign,167673.0,5.0,Honda,Pilot,Automatic,12.0
6215000.0,Abuja,foreign,87825.0,4.900000095367432,Mercedes-Benz,GLK 350,Automatic,11.0
3315000.0,Lagos,foreign,78582.0,4.900000095367432,Toyota,Corolla,Automatic,9.0
2715000.0,Lagos,foreign,89204.0,4.5,Lincoln,Navigator,Automatic,14.0
6515000.0,Lagos,foreign,81361.0,4.900000095367432,Toyota,Tacoma,Automatic,13.0
4845000.0,Lagos,foreign,93739.0,4.900000095367432,Lexus,RX 350,Automatic,12.0
