,Price,Location,History,Millage,Ratings,Year,Make,Model,Transmission,Fuel
2445,"₦ 7,895,000","Island - SNB                                        ,Lagos",Foreign Used,"25,365Km",C,2015,Toyota,Rav4,Automatic,Petrol
2446,"₦ 1,707,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"74,365Km",C,2009,Honda,Civic,Automatic,Petrol
2447,"₦ 1,088,750","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"133,441Km",D,2002,Toyota,Camry,Automatic,Petrol
2448,"₦ 3,920,000",Asaba - SNB,Nigerian Used,"179,971Km",D,2008,Toyota,Highlander,Automatic,Petrol
2449,"₦ 14,960,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"126,127Km",C,2015,Toyota,Land Cruiser Prado,Automatic,Petrol
2450,"₦ 4,070,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"72,230Km",C,2012,Toyota,Camry,Automatic,Petrol
2451,"₦ 14,385,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"80,272Km",C,2014,Toyota,Land Cruiser Prado,Automatic,Petrol
2452,"₦ 5,185,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"46,672Km",C,2008,Toyota,Tundra,Automatic,Petrol
2453,"₦ 582,500","Ibadan - SNB                                        ,Ibadan",Nigerian Used,"83,840Km",D,2002,Nissan,Xterra,Automatic,Petrol
2454,"₦ 700,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"44,564Km",D,2008,Ford,Focus,Automatic,Petrol
2455,"₦ 1,482,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"92,540Km",C,2007,Volkswagen,Golf,Automatic,Petrol
2456,"₦ 815,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"306,592Km",D,2000,Toyota,SIENNA,Automatic,Petrol
2457,"₦ 11,500,000","Island - SNB                                        ,Lagos",New,103Km,A,2018,Chevrolet,Cruze,Automatic,Petrol
2458,"₦ 757,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"72,269Km",D,2002,Toyota,Sienna,Automatic,Petrol
2459,"₦ 585,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"206,582Km",,2000,Rover,75,Automatic,Petrol
2460,"₦ 2,195,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"145,729Km",C,2004,Toyota,Corolla,Automatic,Petrol
2461,"₦ 1,620,000","Abuja - SNB                                        ,Abuja",Foreign Used,"309,235Km",C,2001,Opel,Zafira,Automatic,Petrol
2462,"₦ 8,635,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"47,551Km",B,2015,Toyota,Sienna,Automatic,Petrol
2463,"₦ 9,785,000",Mainland 3 - SNB,Nigerian Used,"58,531Km",C,2012,Mercedes-Benz,Gl450,Automatic,Petrol
2464,"₦ 2,382,500","Abuja - SNB                                        ,Abuja",Foreign Used,"100,913Km",C,2008,CHEVROLET, MALIBU,Automatic,Petrol
2465,"₦ 6,910,000","Island - SNB                                        ,Lagos",Nigerian Used,"63,296Km",D,2006,Land,Rover Range Rover Vogue,Automatic,Petrol
2466,"₦ 1,145,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"209,541Km",C,2004,Kia,Opirus,Automatic,Petrol
2467,"₦ 470,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"181,546Km",D,2002,Infiniti,Qx,Automatic,Petrol
2468,"₦ 1,447,500",Mainland 3 - SNB,Nigerian Used,"122,968Km",C,2012,Hyundai,Accent,Automatic,Petrol
2469,"₦ 3,395,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"72,356Km",C,2012,Hyundai,Santa Fe,Automatic,Petrol
2470,"₦ 1,932,500","Abuja - SNB                                        ,Abuja",Nigerian Used,"167,054Km",E,2005,Mercedes-Benz,E320,Automatic,Petrol
2471,"₦ 4,035,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"51,658Km",C,2011,Land,Rover Range Rover Sport,Automatic,Petrol
2472,"₦ 1,850,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"280,458Km",C,2005,Toyota,Corolla,Automatic,Petrol
2473,"₦ 2,741,250","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"179,806Km",C,2010,Honda,Accord Crosstour,Automatic,Petrol
2474,"₦ 1,390,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"210,000Km",E,2002,Mercedes-Benz,S600,Automatic,Petrol
2475,"₦ 930,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"141,149Km",D,2002,Pontiac,Montana,Automatic,Petrol
2476,"₦ 1,620,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"228,753Km",D,2008,Toyota,Corolla,Automatic,Petrol
2477,"₦ 1,932,500","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"284,852Km",C,2005,Toyota,Avalon,Automatic,Petrol
2478,"₦ 1,735,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"47,625Km",C,2004,BMW,5 Series,Automatic,Petrol
2479,"₦ 1,735,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"121,962Km",E,2007,Toyota,Camry,Automatic,Petrol
2480,"₦ 2,137,500","Ibadan - SNB                                        ,Ibadan",Foreign Used,"212,431Km",D,2006,Toyota,Sienna,Automatic,Petrol
2481,"₦ 2,080,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"59,379Km",E,2008,Mercedes-Benz,Gl450,Automatic,Petrol
2482,"₦ 5,185,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"86,004Km",B,2011,Mercedes-Benz,Gl450,Automatic,Petrol
2483,"₦ 987,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"150,848Km",D,2002,Ford,F-150,Automatic,Petrol
2484,"₦ 3,957,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"81,737Km",B,2012,Volkswagen,Tiguan,Automatic,Petrol
2485,"₦ 585,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,2001,D,NG-567842,Honda,Accord,Automatic,Petrol
2486,"₦ 930,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"114,146Km",E,2013,Ford,Focus,Automatic,Petrol
2487,"₦ 3,460,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"90,442Km",D,2005,Lexus,GX470,Automatic,Petrol
2488,"₦ 1,370,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"170,440Km",D,2012,Volkswagen,Passat,Automatic,Petrol
2489,"₦ 1,585,000",Mainland 3 - SNB,Nigerian Used,"198,252Km",D,2007,Mercedes-Benz,Cls550,Automatic,Petrol
2490,"₦ 1,032,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"120,654Km",D,2002,Honda,Cr-V,Automatic,Petrol
2491,"₦ 1,032,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"17,870Km",C,2006,Suzuki,AERIO,Automatic,Petrol
2492,"₦ 2,425,000",Mainland 3 - SNB,Nigerian Used,"123,528Km",C,2011,Hyundai,Sonata,Automatic,Petrol
2493,"₦ 815,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"74,301Km",E,2005,Honda,Accord,Automatic,Petrol
2494,"₦ 2,270,000","Abuja - SNB                                        ,Abuja",Foreign Used,"77,997Km",C,2006,Toyota,Matrix,Automatic,Petrol
2495,"₦ 582,500",Mainland 3 - SNB,Nigerian Used,"309,686Km",E,1999,Toyota,4Runner,Automatic,Petrol
2496,"₦ 3,000,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"99,942Km",C,2012,Kia,Optima,Automatic,Petrol
2497,"₦ 3,057,500","Ibadan - SNB                                        ,Ibadan",Foreign Used,"28,516Km",D,2009,Toyota,Corolla,Automatic,Petrol
2498,"₦ 3,460,000","Island - SNB                                        ,Lagos",Nigerian Used,"286,041Km",D,1975,Mercedes-Benz,W123,Automatic,Petrol
2499,"₦ 585,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"113,407Km",E,2006,Hyundai,Tucson,Automatic,Petrol
2500,"₦ 10,900,000","Island - SNB                                        ,Lagos",New,115Km,A,2018,Chevrolet,Cruze,Automatic,Petrol
2501,"₦ 1,595,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"161,239Km",C,2003,Mercedes-Benz,VIANO,Automatic,Petrol
2502,"₦ 6,335,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"17,254Km",B,2013,Infiniti,Fx,Automatic,Petrol
2503,"₦ 12,110,000","Island - SNB                                        ,Lagos",Nigerian Used,"112,167Km",C,2015,Toyota,Land Cruiser Prado,Automatic,Petrol
2504,"₦ 6,910,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"200,864Km",C,2012,Mercedes-Benz,E350,Automatic,Petrol
2505,"₦ 5,081,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"45,000Km",B,2011,Mercedes-Benz,E350,Automatic,Petrol
2506,"₦ 2,885,000","SNB                                        ,Owerri",Nigerian Used,"96,630Km",C,2006,Toyota,Sienna,Automatic,Petrol
2507,"₦ 1,850,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"122,142Km",D,2008,Toyota,Rav4,Automatic,Petrol
2508,"₦ 3,000,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"210,109Km",C,2009,Nissan,Murano,Automatic,Petrol
2509,"₦ 1,390,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"123,626Km",C,2007,Volvo,S60,Automatic,Petrol
2510,"₦ 976,250",Mainland 3 - SNB,Nigerian Used,"238,557Km",E,2002,Hyundai,Santa Fe,Automatic,Petrol
2511,"₦ 2,540,000","Ibadan - SNB                                        ,Ibadan",Foreign Used,"299,999Km",D,2007,Toyota,Corolla,Automatic,Petrol
2512,"₦ 2,495,000","Island - SNB                                        ,Lagos",Nigerian Used,"31,315Km",D,2016,Hyundai,Accent,Automatic,Petrol
2513,"₦ 863,750",Sango-Ota -SNB,Nigerian Used,"90,196Km",D,2007,Kia,Spectra,Automatic,Petrol
2514,"₦ 700,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"212,112Km",D,2002,Honda,Cr-V,Automatic,Petrol
2515,"₦ 2,832,500",Mainland 3 - SNB,Nigerian Used,"333,333Km",C,2004,Lexus,Rx 330,Automatic,Petrol
2516,"₦ 5,760,000","Abuja - SNB                                        ,Abuja",Foreign Used,"531,598Km",C,2007,Mercedes-Benz,Gl450,Automatic,Petrol
2517,"₦ 9,020,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"175,727Km",C,2011,Toyota,Land Cruiser Prado,Automatic,Petrol
2518,"₦ 695,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"123,901Km",D,2004,Chevrolet,Trailblazer,Automatic,Petrol
2519,"₦ 6,335,000",Mainland 3 - SNB,Foreign Used,"336,548Km",C,2012,Ford,F-150,Automatic,Petrol
2520,"₦ 815,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"214,922Km",D,2002,Acura,Mdx,Automatic,Petrol
2521,"₦ 4,520,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"65,402Km",C,2010,Mercedes-Benz,Gl450,Automatic,Petrol
2522,"₦ 5,185,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"147,069Km",C,2011,Mercedes-Benz,C300,Automatic,Petrol
2523,"₦ 2,720,000","Abuja - SNB                                        ,Abuja",Foreign Used,"121,749Km",C,2009,Toyota,Camry,Automatic,Petrol
2524,"₦ 3,575,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"41,532Km",C,2014,Volkswagen,CC,Automatic,Petrol
2525,"₦ 6,565,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"77,979Km",D,2015,Honda,Odyssey,Automatic,Petrol
2526,"₦ 1,390,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"123,435Km",E,2008,Land,Rover Range Rover Sport,Automatic,Petrol
2527,"₦ 1,309,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"19,396Km",E,2006,Toyota,Corolla,Automatic,Petrol
2528,"₦ 1,651,250","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"56,018Km",E,2010,Honda,Accord,Automatic,Petrol
2529,"₦ 1,620,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"193,319Km",D,2003,Mercedes-Benz,Ml320,Automatic,Petrol
2530,"₦ 1,275,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"166,992Km",C,2003,Toyota,Sienna,Automatic,Petrol
2531,"₦ 2,310,000",Mainland 3 - SNB,Foreign Used,"280,037Km",D,2006,Ford,F-150,Automatic,Petrol
2532,"₦ 6,335,000","Mainland 2 - SNB                                        ,Lagos",Foreign Used,"36,016Km",E,2013,Mercedes-Benz,C300,Automatic,Petrol
2533,"₦ 4,840,000","Island - SNB                                        ,Lagos",Nigerian Used,"183,926Km",C,2010,Mercedes-Benz,E350,Automatic,Petrol
2534,"₦ 976,250",Mainland 3 - SNB,Nigerian Used,"127,197Km",D,2003,Sequoia,2003,Automatic,Petrol
2535,"₦ 638,750","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"183,321Km",E,2002,Toyota,4Runner,Automatic,Petrol
2536,"₦ 585,000",Mainland 3 - SNB,Nigerian Used,"136,651Km",E,2000,Nissan,Pathfinder,Automatic,Petrol
2537,"₦ 1,735,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"176,486Km",C,2005,Lexus,Es 330,Automatic,Petrol
2538,"₦ 4,610,000","Abuja - SNB                                        ,Abuja",Foreign Used,"204,436Km",C,2008,Mercedes-Benz,Ml350,Automatic,Petrol
2539,"₦ 5,760,000","Island - SNB                                        ,Lagos",Nigerian Used,"158,468Km",D,2012,Mercedes-Benz,Gl450,Automatic,Petrol
2540,"₦ 1,145,000","Island - SNB                                        ,Lagos",Nigerian Used,"90,434Km",D,2007,Nissan,Pathfinder,Automatic,Petrol
2541,"₦ 2,195,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"87,773Km",E,2005,Toyota,Corolla,Automatic,Petrol
2542,"₦ 1,600,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"221,044Km",D,2002,Lexus,Es 300,Automatic,Petrol
2543,"₦ 413,750",Mainland 3 - SNB,Nigerian Used,"262,770Km",E,1996,Toyota,Avalon,Automatic,Petrol
2544,"₦ 4,150,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,1Km,C,2010,Acura,Zdx,Automatic,Petrol
2545,"₦ 4,610,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"77,559Km",C,2012,Honda,Pilot,Automatic,Petrol
2546,"₦ 470,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"176,855Km",D,2001,Mazda,Millenia,Automatic,Petrol
2547,"₦ 4,035,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"423,378Km",C,2010,Honda,Accord Crosstour,Automatic,Petrol
2548,"₦ 2,870,000","Mainland 1 - SNB                                        ,Lagos",Foreign Used,"109,462Km",E,2008,Ford,F-150,Automatic,Petrol
2549,"₦ 32,000,000","Island - SNB                                        ,Lagos",New,68Km,A,2019,Jeep,Wrangler,Automatic,Petrol
2550,"₦ 3,805,000",Mainland 3 - SNB,Nigerian Used,"118,198Km",C,2014,Toyota,Corolla,Automatic,Petrol
2551,"₦ 585,000","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"92,123Km",E,2004,Chrysler,Pacifica,Automatic,Petrol
2552,"₦ 1,390,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"225,592Km",E,2003,Toyota,Camry,Automatic,Petrol
2553,"₦ 1,160,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"176,545Km",D,2005,Peugeot,407,Automatic,Petrol
2554,"₦ 2,832,500","Island - SNB                                        ,Lagos",Nigerian Used,"198,975Km",D,2011,Toyota,Corolla,Automatic,Petrol
2555,"₦ 527,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"112,472Km",E,2003,Mazda,323,Automatic,Petrol
2556,"₦ 872,500","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"126,703Km",D,2005,Honda,Pilot,Automatic,Petrol
2557,"₦ 642,500",Mainland 3 - SNB,Foreign Used,"122,120Km",D,2001,Dodge,Durango,Automatic,Petrol
2558,"₦ 2,157,500","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,1Km,D,2008,Toyota,Rav4,Automatic,Petrol
2559,"₦ 1,505,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"121,060Km",D,2010,Kia,Cerato,Automatic,Petrol
2560,"₦ 470,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"134,134Km",,2008,Suzuki,Sx4,Automatic,Petrol
2561,"₦ 3,230,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"106,926Km",D,2013,Toyota,Avensis,Automatic,Petrol
2562,"₦ 4,610,000","Abuja - SNB                                        ,Abuja",Nigerian Used,"106,587Km",E,2008,Land,Rover Range Rover HSE,Automatic,Petrol
2563,"₦ 9,785,000","Abuja - SNB                                        ,Abuja",Foreign Used,2011,,NG-542568,Land,Rover Lr4,Automatic,Petrol
2564,"₦ 757,500","Mainland 2 - SNB                                        ,Lagos",Nigerian Used,"154,863Km",D,2002,Nissan,Pathfinder,Automatic,Petrol
2565,"₦ 616,250",Mainland 3 - SNB,Nigerian Used,"159,016Km",E,2000,Honda,Cr-V,Automatic,Petrol
2566,"₦ 1,965,000","Onitsha - SNB                                        ,Onitsha",Foreign Used,"147,903Km",C,2010,Nissan,Altima,Automatic,Petrol
2567,"₦ 6,335,000","Abuja - SNB                                        ,Abuja",Foreign Used,"10,559Km",C,2017,Hyundai,Elantra,Automatic,Petrol
2568,"₦ 1,735,000","Island - SNB                                        ,Lagos",Nigerian Used,"174,168Km",E,2006,Lexus,Gs 300,Automatic,Petrol
2569,"₦ 872,500",Mainland 3 - SNB,Nigerian Used,2006,D,NG-537227,Mercedes-Benz,S430,Automatic,Petrol
2570,"₦ 1,206,000","Port Harcourt - SNB                                        ,Port Harcourt",Nigerian Used,"287,574Km",D,2006,Toyota,Sienna,Automatic,Petrol
2571,"₦ 1,160,000","Mainland 1 - SNB                                        ,Lagos",Nigerian Used,"319,988Km",E,1999,Lexus,Rx 300,Automatic,Petrol
