,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
224,19015000.0,Lagos,foreign,262.0,4.900000095367432,2016.0,Mercedes-Benz,GLC 300,Automatic,5.0
225,3315000.0,Abuja,foreign,117994.0,5.0,2011.0,Toyota,Corolla,Automatic,10.0
226,2765000.0,Abuja,foreign,68933.0,4.900000095367432,2009.0,Toyota,Camry,Automatic,12.0
227,2220000.0,Lagos,foreign,215488.0,4.800000190734863,2001.0,Toyota,Sienna,Automatic,20.0
228,1765000.0,Kaduna,local,241054.0,4.699999809265137,2003.0,Mercedes-Benz,E 320,Automatic,18.0
229,5215000.0,Lagos,foreign,53416.0,4.900000095367432,2006.0,Toyota,4-Runner,Automatic,15.0
230,5415000.0,Lagos,foreign,43865.0,5.0,2008.0,Toyota,4-Runner,Automatic,13.0
231,6215000.0,Lagos,foreign,96580.0,4.900000095367432,2006.0,Lexus,GX 470,Automatic,15.0
232,2010000.0,Lagos,foreign,123552.0,4.800000190734863,2004.0,Toyota,Camry,Automatic,17.0
233,2665000.0,Lagos,foreign,120497.0,4.699999809265137,2005.0,Toyota,Sienna,Automatic,16.0
234,9465000.0,Lagos,foreign,62175.0,4.900000095367432,2014.0,Lexus,ES 350,Automatic,7.0
235,4015000.0,Lagos,foreign,106871.0,4.900000095367432,2010.0,Mercedes-Benz,C 300,Automatic,11.0
236,2325000.0,Lagos,foreign,168697.0,4.699999809265137,2005.0,Acura,TL,Automatic,16.0
237,6710000.0,Lagos,foreign,140376.0,4.699999809265137,2011.0,Toyota,Sienna,Automatic,10.0
238,1215000.0,Lagos,local,140082.0,4.400000095367432,2007.0,Volkswagen,Touareg,Automatic,14.0
239,3465000.0,Lagos,foreign,200183.0,4.699999809265137,2004.0,Toyota,4-Runner,Automatic,17.0
240,3515000.0,Abuja,foreign,72110.0,5.0,2010.0,Toyota,Matrix,Automatic,11.0
241,4005000.0,Lagos,foreign,105178.0,4.699999809265137,2011.0,Toyota,Corolla,Automatic,10.0
242,3645000.0,Lagos,foreign,193160.0,4.900000095367432,2011.0,Toyota,Camry,Automatic,10.0
243,3315000.0,Lagos,foreign,112356.0,4.699999809265137,2006.0,Lexus,IS 250,Automatic,15.0
244,5365000.0,Lagos,foreign,113085.0,4.800000190734863,2014.0,Toyota,Corolla,Automatic,7.0
245,3690000.0,Lagos,foreign,137307.0,4.800000190734863,2007.0,Lexus,GS 350,Automatic,14.0
246,665000.0,Lagos,local,321890.0,4.0,2003.0,Honda,Accord,Automatic,18.0
247,2365000.0,Lagos,foreign,102344.0,4.900000095367432,2007.0,Toyota,Corolla,Automatic,14.0
248,2315000.0,Lagos,foreign,209737.0,5.0,2004.0,Toyota,Camry,Automatic,17.0
249,5265000.0,Lagos,foreign,159807.0,4.900000095367432,2011.0,MINI,Cooper Countryman,Automatic,10.0
250,3515000.0,Lagos,foreign,86724.0,5.0,2004.0,Lexus,ES 330,Automatic,17.0
251,5365000.0,Lagos,foreign,63429.0,4.900000095367432,2014.0,Toyota,Corolla,Automatic,7.0
252,6665000.0,Lagos,foreign,171530.0,4.800000190734863,2013.0,Toyota,RAV 4,Automatic,8.0
253,3415000.0,Lagos,foreign,103811.0,4.900000095367432,2011.0,Hyundai,Sonata,Automatic,10.0
254,2415000.0,Abuja,foreign,159544.0,4.900000095367432,2008.0,Toyota,Camry,Automatic,13.0
255,5055000.0,Lagos,foreign,85750.0,4.900000095367432,2012.0,Toyota,Camry,Automatic,9.0
256,4215000.0,Lagos,foreign,141986.0,4.900000095367432,2010.0,Toyota,Camry,Automatic,11.0
257,4515000.0,Lagos,foreign,139144.0,4.900000095367432,2013.0,Toyota,Corolla,Automatic,8.0
258,5115000.0,Abuja,foreign,680011.0,4.900000095367432,2005.0,Lexus,RX 300,Automatic,16.0
259,5615000.0,Abuja,foreign,554710.0,4.900000095367432,2007.0,Lexus,RX 350,Automatic,14.0
260,3115000.0,Abuja,foreign,688501.0,4.900000095367432,2008.0,Peugeot,406,Automatic,13.0
261,5515000.0,Abuja,foreign,50501.0,5.0,2008.0,Mercedes-Benz,C 300,Automatic,13.0
262,1515000.0,Lagos,foreign,130703.0,4.900000095367432,2005.0,Nissan,Micra,Automatic,16.0
263,4815000.0,Lagos,foreign,156116.0,5.0,2009.0,Ford,Kuga,Automatic,12.0
