Id,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age,Price
5693,Lagos,foreign,1.0,1.2714285714285718,2010.0,Lexus,ES 350,Automatic,10.0,5020000
5695,Lagos,foreign,85096.0,4.799999999999999,2013.0,Honda,Accord,Automatic,7.0,4635000
5696,Lagos,foreign,1.0,0.0,2005.0,Lexus,GX 470,Automatic,15.0,4855000
5697,Lagos,foreign,0.0,0.8800000000000001,2007.0,Toyota,Avalon,Automatic,13.0,2775000
5698,Lagos,foreign,58055.0,4.7,2008.0,Toyota,Camry,Automatic,12.0,3350000
5700,Lagos,foreign,45213.0,5.0,2017.0,Toyota,RAV 4,Automatic,3.0,8595000
5701,Lagos,foreign,0.0,0.0,2013.0,Toyota,Highlander,Automatic,7.0,7935000
5702,Lagos,foreign,102772.0,3.6,2008.0,Toyota,Highlander,Automatic,12.0,3442000
5703,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Camry,Automatic,10.0,3350000
5705,Lagos,foreign,63527.0,4.700000000000001,2009.0,Lexus,ES 350,Automatic,11.0,4195000
5706,Lagos,foreign,75643.0,4.799999999999999,2014.0,Toyota,Corolla,Automatic,6.0,5845000
5707,Lagos,foreign,0.0,1.25,2008.0,Mercedes-Benz,E 350,Automatic,12.0,4415000
5709,Lagos,foreign,0.0,0.0,2004.0,Toyota,Corolla,Automatic,16.0,2361000
5710,Lagos,foreign,52965.0,4.8999999999999995,2010.0,Mercedes-Benz,C 300,Automatic,10.0,4745000
5711,Lagos,foreign,0.0,0.0,2017.0,Toyota,Highlander,Automatic,3.0,15965000
5712,Lagos,foreign,100000.0,0.0,2003.0,Toyota,Corolla,Automatic,17.0,2430000
5713,Lagos,foreign,0.0,0.0,2012.0,Ford,Explorer,Automatic,8.0,8265000
5714,Lagos,foreign,73927.0,3.0,2008.0,Lexus,ES 350,Automatic,12.0,4085000
5715,Lagos,foreign,63855.0,0.0,2005.0,Mercedes-Benz,ML 350,Automatic,15.0,2947500
5716,Lagos,foreign,24366.0,4.97,2017.0,Toyota,Highlander,Automatic,3.0,19265000
5717,Lagos,foreign,0.0,1.25,2008.0,Toyota,RAV 4,Automatic,12.0,3425000
5718,Lagos,foreign,34000.0,4.959999999999999,2016.0,Honda,Accord,Automatic,4.0,6835000
5719,Lagos,foreign,73000.0,4.0,2008.0,Lexus,ES 350,Automatic,12.0,4360000
5720,Lagos,foreign,0.0,1.25,2008.0,Toyota,RAV 4,Automatic,12.0,3645000
5721,Lagos,foreign,55623.0,2.4699999999999998,2011.0,Mercedes-Benz,ML 350,Automatic,9.0,6615000
5722,Lagos,foreign,81242.0,4.760000000000001,2010.0,Toyota,Corolla,Automatic,10.0,2430000
5723,Lagos,foreign,0.0,0.0,2013.0,Mercedes-Benz,GL 450,Automatic,7.0,11895000
5724,Lagos,foreign,835422.0,4.24,2012.0,Toyota,Sequoia,Automatic,8.0,12885000
5725,Lagos,foreign,0.0,1.25,2008.0,Mercedes-Benz,ML 350,Automatic,12.0,5295000
5726,Lagos,foreign,81662.0,0.0,2006.0,Honda,Pilot,Automatic,14.0,1429500
5727,Lagos,foreign,0.0,3.3,2011.0,Lexus,ES 300,Automatic,9.0,4965000
5729,Lagos,foreign,0.0,1.25,2008.0,Lexus,RX 200,Automatic,12.0,4965000
5730,Lagos,foreign,0.0,0.4571428571428572,2003.0,Toyota,Corolla,Automatic,17.0,1567500
5731,Lagos,foreign,93000.0,4.93,2009.0,Toyota,Camry,Automatic,11.0,3120000
5732,Lagos,foreign,81773.0,4.720000000000001,2009.0,Toyota,Matrix,Automatic,11.0,2832500
5735,Lagos,foreign,0.0,3.3,2011.0,Toyota,Venza,Automatic,9.0,7495000
5737,Lagos,foreign,82000.0,4.790000000000001,2012.0,Toyota,Camry,Automatic,8.0,4525000
5738,Lagos,foreign,72131.0,4.6800000000000015,2009.0,Lexus,ES 350,Automatic,11.0,4140000
5739,Lagos,foreign,0.0,0.0,2016.0,Toyota,Corolla,Automatic,4.0,6285000
5743,Lagos,foreign,49513.0,2.38,2013.0,Toyota,Camry,Automatic,7.0,5515000
5744,Lagos,foreign,41995.0,4.859999999999999,2014.0,Honda,Accord,Automatic,6.0,5515000
5745,Lagos,foreign,1.0,3.3,2011.0,Honda,Pilot,Automatic,9.0,3235000
5746,Lagos,foreign,0.0,2.4499999999999997,2009.0,Toyota,Venza,Automatic,11.0,7055000
5747,Lagos,foreign,47000.0,5.0,2014.0,Land,Rover Range Rover Sport,Automatic,6.0,21465000
5750,Lagos,foreign,0.0,0.8800000000000001,2007.0,Toyota,Highlander,Automatic,13.0,3269500
5751,Lagos,foreign,68000.0,4.8999999999999995,2011.0,Ford,Edge,Automatic,9.0,3292500
5752,Lagos,foreign,0.0,0.0,2016.0,Mercedes-Benz,GLE 350,Automatic,4.0,19265000
5753,Lagos,foreign,1.0,0.0,2005.0,Toyota,Camry,Automatic,15.0,2660000
5754,Lagos,foreign,63000.0,2.3,2008.0,Toyota,Sienna,Automatic,12.0,2660000
5755,Lagos,foreign,75824.0,4.9799999999999995,2012.0,Toyota,Highlander,Automatic,8.0,4965000
5756,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,RAV 4,Automatic,10.0,3975000
5757,Lagos,foreign,86522.0,4.319999999999999,2013.0,Toyota,Camry,Automatic,7.0,3700000
5758,Lagos,foreign,0.0,0.0,2014.0,Mercedes-Benz,ML 550,Automatic,6.0,11015000
5759,Lagos,foreign,1.0,1.2714285714285718,2010.0,Toyota,4-Runner,Automatic,10.0,12115000
5760,Lagos,foreign,0.0,3.3,2011.0,Honda,Accord,Automatic,9.0,3350000
5761,Lagos,foreign,0.0,0.0,2012.0,Lexus,GX 470,Automatic,8.0,16515000
5763,Lagos,foreign,73050.0,4.0,2008.0,Toyota,4-Runner,Automatic,12.0,5900000
5764,Lagos,foreign,0.0,0.0,2005.0,Lexus,RX 200,Automatic,15.0,4415000
5765,Lagos,foreign,0.0,1.2714285714285718,2010.0,Lexus,ES 350,Automatic,10.0,4415000
5766,Lagos,foreign,0.0,0.4571428571428572,2003.0,Toyota,Camry,Automatic,17.0,2085000
5768,Lagos,foreign,0.0,0.0,2004.0,Toyota,Camry,Automatic,16.0,2315000
5769,Lagos,foreign,58.0,0.35200000000000004,2007.0,Toyota,Camry,Automatic,13.0,3865000
5771,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Corolla,Automatic,10.0,3645000
5772,Lagos,foreign,16367.0,4.8,2008.0,Toyota,Avalon,Automatic,12.0,3645000
5773,Lagos,foreign,0.0,0.0,2013.0,Toyota,Venza,Automatic,7.0,8815000
5776,Lagos,foreign,62103.0,0.49000000000000005,2006.0,Toyota,Highlander,Automatic,14.0,3755000
5777,Lagos,foreign,10000.0,4.0,2012.0,Toyota,Corolla,Automatic,8.0,3535000
5779,Lagos,foreign,53244.0,3.4799999999999995,2011.0,Acura,ZDX,Automatic,9.0,5680000
5780,Lagos,foreign,65537.0,3.0799999999999996,2010.0,Toyota,Corolla,Automatic,10.0,3062500
5781,Lagos,foreign,0.0,0.0,2015.0,Toyota,Corolla,Automatic,5.0,5515000
5782,Lagos,foreign,0.0,0.0,2014.0,Land,Rover Range Rover Evoque,Automatic,6.0,27515000
5784,Lagos,foreign,0.0,1.25,2008.0,Lexus,ES 300,Automatic,12.0,4030000
5785,Lagos,foreign,0.0,1.2714285714285718,2010.0,Lexus,ES 300,Automatic,10.0,4745000
5789,Lagos,foreign,0.0,0.625,2006.0,Toyota,Corolla,Automatic,14.0,2545000
5791,Lagos,foreign,0.0,0.0,2005.0,Infiniti,FX,Automatic,15.0,1509999
5792,Lagos,foreign,1.0,0.0,2012.0,Toyota,Camry,Automatic,8.0,6450000
5793,Lagos,foreign,0.0,0.4571428571428572,2003.0,Lexus,RX 300,Automatic,17.0,2660000
5794,Lagos,foreign,0.0,1.25,2008.0,Toyota,Corolla,Automatic,12.0,2660000
5795,Lagos,foreign,74648.0,4.0,2008.0,Lexus,RX 350,Automatic,12.0,4283000
5796,Lagos,foreign,0.0,0.0,2005.0,Lexus,ES 330,Automatic,15.0,2947500
5797,Lagos,foreign,0.0,0.8800000000000001,2007.0,Mercedes-Benz,ML 350,Automatic,13.0,4965000
5798,Lagos,foreign,0.0,1.25,2008.0,Toyota,RAV 4,Automatic,12.0,3425000
5799,Lagos,foreign,0.0,0.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0,10245000
5800,Lagos,foreign,95000.0,4.799999999999999,2006.0,Lexus,GX 470,Automatic,14.0,3865000
5801,Lagos,foreign,92.0,0.0,2005.0,Toyota,Camry,Automatic,15.0,2315000
5802,Lagos,foreign,34283.0,4.909999999999999,2009.0,Lexus,RX 350,Automatic,11.0,5295000
5803,Lagos,foreign,0.0,1.25,2008.0,Lexus,ES 350,Automatic,12.0,4415000
5804,Lagos,foreign,99939.0,0.0,2006.0,Toyota,RAV 4,Automatic,14.0,2545000
5806,Lagos,foreign,10000.0,3.94,2011.0,Lexus,GX 460,Automatic,9.0,11895000
5808,Lagos,foreign,0.0,0.0,2013.0,Audi,Q5,Automatic,7.0,9915000
5809,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Venza,Automatic,10.0,6065000
5810,Lagos,foreign,0.0,1.25,2008.0,Honda,CR-V,Automatic,12.0,3235000
5812,Lagos,foreign,113456.0,4.779999999999999,2004.0,Toyota,Highlander,Automatic,16.0,2832500
5814,Lagos,foreign,0.0,1.25,2008.0,Mitsubishi,L300,Automatic,12.0,2660000
5815,Lagos,foreign,0.0,0.0,2005.0,Toyota,Avalon,Automatic,15.0,2890000
5817,Lagos,foreign,0.0,3.3,2011.0,Lexus,RX 350,Automatic,9.0,7165000
5818,Lagos,foreign,0.0,0.0,2004.0,Toyota,Highlander,Automatic,16.0,2947500
5819,Lagos,foreign,85700.0,4.8999999999999995,2007.0,Toyota,Camry,Automatic,13.0,2832500
5820,Lagos,foreign,68988.0,0.0,2006.0,Toyota,Corolla,Automatic,14.0,2533500
5822,Lagos,foreign,0.0,2.4499999999999997,2009.0,Toyota,Tacoma,Automatic,11.0,9805000
5823,Lagos,foreign,0.0,0.0,2005.0,Mercedes-Benz,E 320,Automatic,15.0,2890000
5824,Ibadan,foreign,0.0,0.0,2004.0,Toyota,RAV 4,Automatic,16.0,2660000
5827,Lagos,foreign,188.0,0.0,2007.0,Toyota,Avalon,Automatic,13.0,1855000
5828,Lagos,foreign,115000.0,4.859999999999999,2007.0,Toyota,Corolla,Automatic,13.0,1797500
5831,Lagos,foreign,0.0,0.8800000000000001,2007.0,Toyota,Camry,Automatic,13.0,3005000
5833,Lagos,foreign,0.0,1.25,2008.0,Toyota,RAV 4,Automatic,12.0,3535000
5835,Lagos,foreign,74000.0,3.6800000000000006,2003.0,Toyota,Highlander,Automatic,17.0,2832500
5837,Lagos,foreign,163103.0,4.639999999999999,2006.0,Toyota,Highlander,Automatic,14.0,3200500
5838,Lagos,foreign,0.0,2.4499999999999997,2009.0,Lexus,GX 470,Automatic,11.0,8265000
5841,Lagos,foreign,0.0,1.25,2008.0,Toyota,RAV 4,Automatic,12.0,3425000
5843,Lagos,foreign,0.0,0.0,2013.0,Toyota,Camry,Automatic,7.0,4965000
5845,Lagos,foreign,0.0,1.2714285714285718,2010.0,Mercedes-Benz,ML 350,Automatic,10.0,6065000
5846,Lagos,foreign,1000.0,0.0,2012.0,Toyota,Camry,Automatic,8.0,4965000
5847,Lagos,foreign,34726.0,4.339999999999999,2010.0,Toyota,Sequoia,Automatic,10.0,12665000
5849,Lagos,foreign,136000.0,4.660000000000001,2011.0,Mercedes-Benz,ML 550,Automatic,9.0,11565000
5850,Lagos,foreign,100000.0,0.0,2003.0,Toyota,Avensis,Automatic,17.0,1567500
5851,Lagos,foreign,1232.0,0.0,2007.0,Lexus,IS 250,Automatic,13.0,3292500
5853,Lagos,foreign,9623452.0,0.8,2002.0,Toyota,4-Runner,Automatic,18.0,2487500
5854,Lagos,foreign,16590.0,4.97,2017.0,Lexus,RX 350,Automatic,3.0,18715000
5855,Lagos,foreign,0.0,0.625,2006.0,Toyota,Corolla,Automatic,14.0,2890000
5856,Lagos,foreign,0.0,0.0,2005.0,Infiniti,FX,Automatic,15.0,4415000
5858,Lagos,foreign,0.0,0.0,2005.0,Hyundai,Elantra,Automatic,15.0,992500
5859,Lagos,foreign,59800.0,5.0,2009.0,Toyota,Corolla,Automatic,11.0,3120000
5860,Lagos,foreign,1.0,3.3,2011.0,Honda,Accord,Automatic,9.0,3350000
5861,Lagos,foreign,80000.0,4.84,2012.0,Ford,Edge,Automatic,8.0,2890000
5863,Lagos,foreign,0.0,0.0,2004.0,Toyota,Tundra,Automatic,16.0,4085000
5864,Lagos,foreign,0.0,0.0,2017.0,Honda,Accord,Automatic,3.0,5295000
5865,Lagos,foreign,0.0,2.4499999999999997,2009.0,Mercedes-Benz,E 350,Automatic,11.0,4085000
5866,Lagos,foreign,964513.0,4.89,2005.0,Lexus,RX 330,Automatic,15.0,4250000
5867,Lagos,foreign,1.0,0.0,2017.0,Lexus,GX 460,Automatic,3.0,28615000
5868,Lagos,foreign,86995.0,2.3,2006.0,Lexus,GS 300,Automatic,14.0,3810000
5869,Lagos,foreign,125463.0,0.9800000000000001,2005.0,Toyota,RAV 4,Automatic,15.0,2947500
5870,Lagos,foreign,0.0,0.4571428571428572,2003.0,Toyota,Sienna,Automatic,17.0,2315000
5871,Lagos,foreign,80560.0,5.0,2014.0,Toyota,Avalon,Automatic,6.0,7385000
5872,Lagos,foreign,98619.0,5.0,2008.0,Toyota,Highlander,Automatic,12.0,6065000
5873,Osun,foreign,0.0,0.625,2006.0,Toyota,RAV 4,Automatic,14.0,3292500
5874,Lagos,foreign,100000.0,0.0,2006.0,Nissan,Pathfinder,Automatic,14.0,1625000
5875,Lagos,foreign,1.0,1.2714285714285718,2010.0,Toyota,RAV 4,Automatic,10.0,5020000
5876,Lagos,foreign,0.0,1.25,2008.0,Toyota,Tacoma,Automatic,12.0,8265000
5877,Lagos,foreign,30465.0,4.0,2007.0,Acura,MDX,Automatic,13.0,3535000
5878,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Venza,Automatic,10.0,7165000
5880,Lagos,foreign,38000.0,4.91,2016.0,Lexus,ES 300,Automatic,4.0,14040000
5881,Lagos,foreign,0.0,0.0,2005.0,Lexus,ES 300,Automatic,15.0,3005000
5882,Kaduna,foreign,0.0,0.0,2012.0,Honda,Civic,Automatic,8.0,3465000
5883,Rivers,foreign,86000.0,4.9799999999999995,2011.0,Chevrolet,Aveo,Automatic,9.0,762500
5884,Lagos,foreign,52415.0,4.8999999999999995,2010.0,Toyota,Corolla,Automatic,10.0,3407500
5885,Lagos,foreign,0.0,0.625,2006.0,Acura,MDX,Automatic,14.0,2545000
5886,Lagos,foreign,0.0,0.0,2013.0,Land,Rover Range Rover,Automatic,7.0,11015000
5887,Lagos,foreign,0.0,0.8800000000000001,2007.0,Mercedes-Benz,C 230,Automatic,13.0,3465000
5888,Lagos,foreign,89000.0,4.730000000000001,2007.0,Volkswagen,Golf,Automatic,13.0,2545000
5889,Lagos,foreign,89455.0,4.99,2015.0,Toyota,RAV 4,Automatic,5.0,10795000
5890,Lagos,foreign,46533.0,4.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0,6945000
5891,Lagos,foreign,73932.0,4.85,2013.0,Toyota,Camry,Automatic,7.0,5273000
5892,Lagos,foreign,0.0,0.0,2005.0,Lexus,SC 430,Automatic,15.0,3005000
5893,Lagos,foreign,65282.0,3.0799999999999996,2010.0,Toyota,Corolla,Automatic,10.0,4305000
5895,Lagos,foreign,0.0,0.0,2012.0,Toyota,RAV 4,Automatic,8.0,5515000
5896,Lagos,foreign,22607.0,4.8999999999999995,2016.0,Mercedes-Benz,C 300,Automatic,4.0,13215000
5897,Lagos,foreign,56383.0,0.0,2005.0,Toyota,4-Runner,Automatic,15.0,3865000
5898,Lagos,foreign,0.0,1.25,2008.0,Toyota,Camry,Automatic,12.0,3292500
5900,Lagos,foreign,53939.0,0.0,2005.0,Lexus,ES 330,Automatic,15.0,3005000
5901,Lagos,foreign,0.0,0.0,2016.0,Toyota,Corolla,Automatic,4.0,5735000
5902,Lagos,foreign,0.0,0.8800000000000001,2007.0,Lexus,RX 200,Automatic,13.0,4195000
5906,Lagos,foreign,0.0,1.25,2008.0,Acura,MDX,Automatic,12.0,3865000
5908,Lagos,foreign,0.0,0.0,2014.0,Toyota,Camry,Automatic,6.0,5955000
5909,Lagos,foreign,100000.0,4.97,2015.0,Toyota,Corolla,Automatic,5.0,5735000
5910,Lagos,foreign,55000.0,2.4899999999999998,2011.0,Audi,Q7,Automatic,9.0,8210000
5912,Lagos,foreign,0.0,0.8800000000000001,2007.0,Mercedes-Benz,C 200,Automatic,13.0,2545000
5913,Lagos,foreign,0.0,2.4499999999999997,2009.0,Pontiac,Vibe,Automatic,11.0,2890000
5914,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Camry,Automatic,10.0,3235000
5915,Lagos,foreign,86400.0,4.909999999999999,2009.0,Toyota,Highlander,Automatic,11.0,6835000
5916,Lagos,foreign,0.0,0.0,2012.0,Toyota,Camry,Automatic,8.0,6395000
5918,Lagos,foreign,122000.0,2.7600000000000002,2004.0,Toyota,Corolla,Automatic,16.0,1648000
5919,Lagos,foreign,0.0,0.0,2005.0,Toyota,Corolla,Automatic,15.0,2430000
5921,Lagos,foreign,10000.0,4.0,2008.0,Toyota,Coaster,Automatic,12.0,10465000
5922,Lagos,foreign,97000.0,3.3600000000000003,2006.0,Mazda,CX-7,Automatic,14.0,3062500
5923,Lagos,foreign,75422.0,4.319999999999999,2005.0,Toyota,4-Runner,Automatic,15.0,3865000
5924,Lagos,foreign,0.0,0.625,2006.0,Toyota,Matrix,Automatic,14.0,2430000
5925,Lagos,foreign,0.0,0.0,2004.0,Toyota,4-Runner,Automatic,16.0,3235000
5927,Lagos,foreign,112000.0,4.9399999999999995,2009.0,Mercedes-Benz,C 180,Automatic,11.0,4635000
5928,Lagos,foreign,110.0,0.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0,3465000
5929,Lagos,foreign,112562.0,4.99,2010.0,Toyota,Matrix,Automatic,10.0,3810000
5931,Lagos,foreign,0.0,1.25,2008.0,Lexus,ES 300,Automatic,12.0,3755000
5932,Lagos,foreign,71536.0,4.409999999999999,2005.0,Lexus,RX 330,Automatic,15.0,3975000
5933,Lagos,foreign,85600.0,5.0,2012.0,Ford,Edge,Automatic,8.0,5405000
5934,Lagos,foreign,55000.0,4.779999999999999,2012.0,BMW,X6,Automatic,8.0,9915000
5935,Lagos,foreign,56322.0,4.8999999999999995,2010.0,Toyota,Corolla,Automatic,10.0,3350000
5936,Lagos,foreign,78550.0,4.88,2009.0,Honda,Accord,Automatic,11.0,2775000
5937,Lagos,foreign,102883.0,4.909999999999999,2004.0,Toyota,Corolla,Automatic,16.0,1360500
5938,Lagos,foreign,72453.0,1.17,2007.0,Toyota,Camry,Automatic,13.0,3120000
5939,Lagos,foreign,0.0,0.4571428571428572,2003.0,Peugeot,307,Automatic,17.0,1510000
5940,Lagos,foreign,0.0,1.25,2008.0,Honda,Accord,Automatic,12.0,3465000
5943,Lagos,foreign,40416.0,4.909999999999999,2016.0,Toyota,Camry,Automatic,4.0,6725000
5944,Lagos,foreign,865231.0,0.89,2002.0,Toyota,4-Runner,Automatic,18.0,2660000
5945,Lagos,foreign,956321.0,4.89,2005.0,Toyota,RAV 4,Automatic,15.0,2947500
5946,Lagos,foreign,0.0,0.4571428571428572,2003.0,Toyota,Camry,Automatic,17.0,1395000
5948,Lagos,foreign,0.0,0.8800000000000001,2007.0,Nissan,Pathfinder,Automatic,13.0,3235000
5950,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,RAV 4,Automatic,10.0,4635000
5953,Lagos,foreign,1.0,4.0625,2008.0,Toyota,Camry,Automatic,12.0,3292500
5954,Lagos,foreign,78499.0,4.799999999999999,2014.0,Dodge,Challenger,Automatic,6.0,10322000
5955,Lagos,foreign,1.0,0.625,2006.0,Toyota,Highlander,Automatic,14.0,4085000
5957,Lagos,foreign,65000.0,3.2,2008.0,Toyota,4-Runner,Automatic,12.0,4745000
5958,Lagos,foreign,68755.0,2.45,2005.0,Toyota,Corolla,Automatic,15.0,3177500
5959,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Corolla,Automatic,10.0,3166000
5960,Lagos,foreign,985231.0,3.8,2008.0,Acura,MDX,Automatic,12.0,3700000
5961,Lagos,foreign,13567.0,3.5,2008.0,Lexus,ES 350,Automatic,12.0,4250000
5963,Lagos,foreign,0.0,0.0,2014.0,Toyota,Avalon,Automatic,6.0,9145000
5964,Lagos,foreign,865231.0,4.89,2006.0,Lexus,RX 330,Automatic,14.0,4305000
5965,Lagos,foreign,0.0,0.4571428571428572,2003.0,Toyota,Highlander,Automatic,17.0,2832500
5966,Lagos,foreign,0.0,1.2714285714285718,2010.0,Toyota,Sienna,Automatic,10.0,5075000
5968,Lagos,foreign,42214.0,4.959999999999999,2015.0,Lexus,RX 350,Automatic,5.0,11565000
5969,Lagos,foreign,62527.0,0.49000000000000005,2006.0,Lexus,RX 330,Automatic,14.0,4305000
5970,Lagos,foreign,0.0,0.0,2005.0,Lexus,RX 200,Automatic,15.0,4525000
5971,Lagos,foreign,60544.0,4.0,2008.0,Toyota,Camry,Automatic,12.0,3407500
5972,Lagos,foreign,0.0,3.3,2011.0,Acura,MDX,Automatic,9.0,8650000
5973,Lagos,foreign,0.0,1.25,2008.0,Toyota,Hiace,Automatic,12.0,6505000
5974,Lagos,foreign,0.0,1.25,2008.0,Honda,CR-V,Automatic,12.0,3535000
5975,Lagos,foreign,36000.0,0.0,2013.0,Lexus,ES 350,Automatic,7.0,10465000
5976,Lagos,foreign,0.0,0.0,2013.0,Lexus,GX 470,Automatic,7.0,16515000
5977,Lagos,foreign,85000.0,4.86,2009.0,Toyota,Camry,Automatic,11.0,3235000
5979,Lagos,foreign,0.0,0.0,2016.0,Lexus,GX 470,Automatic,4.0,20585000
5981,Lagos,foreign,0.0,0.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0,12115000
5982,Lagos,foreign,98654.0,4.81,2011.0,Toyota,Highlander,Automatic,9.0,5240000
5983,Lagos,foreign,65521.0,3.0799999999999996,2010.0,Toyota,RAV 4,Automatic,10.0,4635000
5984,Ibadan,foreign,87564.0,0.0,2004.0,Toyota,Sienna,Automatic,16.0,2430000
5985,Enugu,foreign,7512.0,5.0,2015.0,Mercedes-Benz,GLE 350,Automatic,5.0,14315000
5986,Lagos,foreign,0.0,0.0,2017.0,Lexus,LX 470,Automatic,3.0,44015000
5987,Lagos,foreign,0.0,1.2714285714285718,2010.0,Lexus,RX 200,Automatic,10.0,7495000
5988,Lagos,foreign,0.0,0.0,2012.0,Toyota,RAV 4,Automatic,8.0,4965000
5989,Lagos,foreign,84557.0,3.4,2008.0,Hyundai,Veracruz,Automatic,12.0,2200000
5990,Lagos,foreign,52389.0,3.9199999999999995,2006.0,Toyota,Sienna,Automatic,14.0,3350000
5991,Lagos,foreign,87354.0,4.4,2008.0,Toyota,Camry,Automatic,12.0,2027500
5992,Lagos,foreign,73851.0,0.39,2007.0,Mercedes-Benz,GL 450,Automatic,13.0,4965000
5993,Lagos,foreign,35.0,0.0,2013.0,Toyota,Venza,Automatic,7.0,7935000
5994,Lagos,foreign,0.0,0.0,2014.0,Toyota,Highlander,Automatic,6.0,14865000
5996,Lagos,foreign,101747.0,4.6,2007.0,Toyota,Avalon,Automatic,13.0,2430000
5998,Lagos,foreign,85.0,0.17600000000000002,2007.0,Toyota,Matrix,Automatic,13.0,2085000
6001,Lagos,foreign,86388.0,4.83,2010.0,Toyota,Camry,Automatic,10.0,3425000
6002,Lagos,foreign,0.0,1.25,2008.0,Toyota,Camry,Automatic,12.0,3350000
6003,Lagos,foreign,87000.0,3.0,2008.0,Acura,MDX,Automatic,12.0,3465000
6004,Lagos,foreign,80000.0,2.0,2007.0,Toyota,Camry,Automatic,13.0,3235000
6005,Lagos,foreign,10000.0,0.0,2007.0,Toyota,RAV 4,Automatic,13.0,3755000
6006,Lagos,foreign,0.0,1.25,2008.0,Lexus,ES 350,Automatic,12.0,4195000
6008,Lagos,foreign,0.0,2.4499999999999997,2009.0,Toyota,RAV 4,Automatic,11.0,3865000
6009,Lagos,foreign,0.0,0.625,2006.0,Lexus,ES 330,Automatic,14.0,3005000
6011,Lagos,foreign,0.0,0.0,2012.0,Toyota,Camry,Automatic,8.0,5515000
6012,Lagos,foreign,53246.0,4.8999999999999995,2010.0,Lexus,ES 350,Automatic,10.0,5515000
6013,Lagos,foreign,0.0,1.25,2008.0,Mercedes-Benz,C 300,Automatic,12.0,4085000
6014,Lagos,foreign,0.0,0.0,2002.0,Lexus,RX 200,Automatic,18.0,1510000
6016,Lagos,foreign,73000.0,5.0,2016.0,Toyota,Corolla,Automatic,4.0,6560000
6017,Lagos,foreign,99000.0,0.0,2007.0,Honda,Pilot,Automatic,13.0,2200000
6018,Lagos,foreign,0.0,0.0,2013.0,Toyota,Hilux,Automatic,7.0,13765000
6020,Lagos,foreign,0.0,1.2714285714285718,2010.0,Mercedes-Benz,ML 350,Automatic,10.0,5845000
6021,Lagos,foreign,66000.0,4.93,2013.0,Toyota,Corolla,Automatic,7.0,5075000
6022,Lagos,foreign,54321.0,5.0,2009.0,Mercedes-Benz,S 550,Automatic,11.0,7495000
6023,Lagos,foreign,0.0,0.0,2017.0,Infiniti,QX80,Automatic,3.0,35215000
6024,Abuja,foreign,50000.0,0.0,2007.0,Lexus,IS 250,Automatic,13.0,3645000
6027,Lagos,foreign,0.0,3.3,2011.0,Lexus,RX 200,Automatic,9.0,8595000
6028,Lagos,foreign,49396.0,4.0,2010.0,Toyota,Corolla,Automatic,10.0,3407500
6029,Lagos,foreign,86433.0,4.909999999999999,2009.0,Lexus,RX 350,Automatic,11.0,4030000
6030,Lagos,foreign,156496.0,4.869999999999999,2009.0,Toyota,Camry,Automatic,11.0,3033750
6031,Lagos,foreign,1.0,0.625,2006.0,Toyota,Corolla,Automatic,14.0,2890000
6032,Lagos,foreign,865231.0,4.6,2008.0,Toyota,RAV 4,Automatic,12.0,3425000
6034,Lagos,foreign,0.0,0.0,2015.0,Mercedes-Benz,C 300,Automatic,5.0,10465000
6035,Lagos,foreign,0.0,1.25,2008.0,Lexus,RX 350,Automatic,12.0,5075000
6036,Lagos,foreign,78542.0,4.92,2010.0,Acura,MDX,Automatic,10.0,5185000
6037,Lagos,foreign,53881.0,5.0,2009.0,Acura,MDX,Automatic,11.0,3865000
6039,Lagos,foreign,37671.0,4.82,2016.0,Toyota,Camry,Automatic,4.0,9365000
6040,Lagos,foreign,0.0,0.0,2012.0,Hyundai,ix35,Automatic,8.0,2430000
6042,Lagos,foreign,0.0,3.3,2011.0,Hyundai,Sonata,Automatic,9.0,3700000
6043,Lagos,foreign,32000.0,4.8199999999999985,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0,9090000
6044,Lagos,foreign,0.0,0.0,2015.0,Acura,MDX,Automatic,5.0,11015000
6045,Lagos,foreign,76532.0,4.88,2009.0,Lexus,IS 250,Automatic,11.0,4635000
6046,Lagos,foreign,0.0,0.0,2005.0,Toyota,4-Runner,Automatic,15.0,3865000
6047,Lagos,foreign,76000.0,4.97,2012.0,Volkswagen,CC,Automatic,8.0,1740000
6048,Lagos,foreign,865231.0,4.6,2008.0,Toyota,RAV 4,Automatic,12.0,3465000
6049,Lagos,foreign,0.0,0.0,2015.0,Toyota,Highlander,Automatic,5.0,14095000
6050,Lagos,foreign,98000.0,0.0,2001.0,Toyota,Camry,Automatic,19.0,1038500
