Id,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age,Price
9853,Lagos,foreign,1,,2007,Toyota,Avalon,Automatic,13,3062500
9854,Lagos,foreign,0,,2009,Lexus,ES 300,Automatic,11,4415000
9855,Lagos,foreign,0,,2007,Mercedes-Benz,C 240,Automatic,13,3465000
9856,Lagos,foreign,62866,,2005,Mercedes-Benz,ML 350,Automatic,15,0
9857,Lagos,foreign,12521,,2003,Toyota,Camry,Automatic,17,1682500
9858,Lagos,foreign,0,,2011,Toyota,Camry,Automatic,9,4085000
9859,Lagos,foreign,53334,,2013,Mercedes-Benz,GLK 350,Automatic,7,11565000
9860,Lagos,foreign,0,,2010,Honda,Pilot,Automatic,10,0
9861,Lagos,foreign,1,,2009,BMW,X6,Automatic,11,10465000
9862,Lagos,foreign,85423,,2015,Honda,Accord,Automatic,5,8595000
9863,Lagos,foreign,78676,,2005,Toyota,Highlander,Automatic,15,3235000
9864,Lagos,foreign,0,,2003,Toyota,Camry,Automatic,17,2027500
9865,Lagos,foreign,74213,,2009,Toyota,Camry,Automatic,11,3480000
9866,Lagos,foreign,0,,2003,Mitsubishi,L200,Automatic,17,1510000
9867,Lagos,foreign,12342,,2006,Ford,F 150,Automatic,14,4195000
9868,Lagos,foreign,0,,2014,Toyota,Venza,Automatic,6,9915000
9869,Abuja,foreign,60,,2015,Honda,Accord,Automatic,5,0
9870,Lagos,foreign,0,,2003,Lexus,RX 300,Automatic,17,2660000
9871,Rivers,foreign,0,,2009,Toyota,RAV 4,Automatic,11,2832500
9872,Lagos,foreign,10000,,2018,Toyota,RAV 4,Automatic,2,16185000
9873,Lagos,foreign,9047,,2019,Honda,Accord,Automatic,1,16735000
9874,Lagos,foreign,81003,,2004,Lexus,GX 470,Automatic,16,2487500
9876,Lagos,foreign,56441,,2010,Toyota,Corolla,Automatic,10,3425000
9877,Lagos,foreign,91000,,2005,Lexus,RX 350,Automatic,15,4635000
9878,Lagos,foreign,0,,2016,Toyota,Camry,Automatic,4,0
9879,Lagos,foreign,79858,,2008,Toyota,RAV 4,Automatic,12,3464999
9880,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic,14,2890000
9881,Lagos,foreign,0,,2010,Mercedes-Benz,GL 450,Automatic,10,0
9882,Lagos,foreign,90000,,2012,Land,Rover Range Rover Sport,Automatic,8,0
9883,Lagos,foreign,0,,2013,Mercedes-Benz,ML 350,Automatic,7,12665000
9884,Oyo,foreign,198000,,2007,Lexus,IS 350,Automatic,13,3645000
9885,Abuja,foreign,0,,2019,Toyota,Hilux,Automatic,1,17615000
9886,Lagos,foreign,0,,2013,Land,Rover Range Rover Sport,Automatic,7,16515000
9887,Abuja,foreign,0,,2005,Toyota,Highlander,Automatic,15,3645000
9888,Lagos,foreign,0,,2009,Acura,MDX,Automatic,11,0
9889,Lagos,foreign,113000,,2010,Toyota,Camry,Automatic,10,4195000
9890,Lagos,foreign,40552,,2010,Toyota,Highlander,Automatic,10,6450000
9891,Lagos,foreign,949132,,2003,Toyota,Sienna,Automatic,17,2430000
9892,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic,15,3865000
9893,Lagos,foreign,0,,2008,Toyota,Sienna,Automatic,12,0
9894,Lagos,foreign,73228,,2010,Toyota,Sequoia,Automatic,10,9365000
9895,Lagos,foreign,58636,,2006,Toyota,Land Cruiser,Automatic,14,7165000
9896,Lagos,foreign,155,,2016,Toyota,4-Runner,Automatic,4,20365000
9897,Lagos,foreign,76000,,2012,Lexus,ES 350,Automatic,8,0
9898,Lagos,foreign,0,,2012,Mercedes-Benz,C 250,Automatic,8,6395000
9899,Lagos,foreign,0,,2012,Toyota,Highlander,Automatic,8,7715000
9900,Lagos,foreign,100000,,2009,Acura,MDX,Automatic,11,0
9901,Lagos,foreign,108000,,2008,Toyota,Camry,Automatic,12,0
9902,Lagos,foreign,101000,,2010,Ford,Edge,Automatic,10,3292500
9903,Lagos,foreign,45680,,2016,Infiniti,QX50,Automatic,4,17615000
9904,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic,10,3465000
9905,Lagos,foreign,0,,2010,Honda,Accord,Automatic,10,3062500
9906,Abuja,foreign,46636,,2016,Toyota,Camry,Automatic,4,0
9907,Lagos,foreign,0,,2016,Toyota,Corolla,Automatic,4,6395000
9908,Lagos,foreign,50,,2009,Honda,Pilot,Automatic,11,3535000
9909,Lagos,foreign,0,,2012,Toyota,Corolla,Automatic,8,0
9910,Lagos,foreign,75481,,2005,Toyota,Highlander,Automatic,15,0
9911,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,0
9912,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,6065000
9913,Lagos,foreign,156000,,2013,Lexus,RX 350,Automatic,7,9915000
9914,Lagos,foreign,104085,,2000,Lexus,RX 300,Automatic,20,1682500
9915,Lagos,foreign,0,,2016,Toyota,Avalon,Automatic,4,0
9916,Lagos,foreign,0,,2001,Mercedes-Benz,ML 320,Automatic,19,2142500
9917,Lagos,foreign,34445,,2006,Toyota,Hiace,Automatic,14,3120000
9918,Lagos,foreign,71253,,2007,Toyota,Camry,Automatic,13,3120000
9919,Lagos,foreign,62134,,2008,Lexus,RX 350,Automatic,12,5075000
9920,Lagos,foreign,100,,2008,Toyota,Camry,Automatic,12,1567500
9921,Lagos,foreign,0,,2015,Toyota,Sequoia,Automatic,5,15415000
9922,Lagos,foreign,102348,,2008,Toyota,Camry,Automatic,12,2142500
9923,Lagos,foreign,0,,2011,Mercedes-Benz,ML 350,Automatic,9,6615000
9924,Lagos,foreign,32441,,2013,Mercedes-Benz,ML 350,Automatic,7,0
9925,Lagos,foreign,0,,2003,Mercedes-Benz,ML 500,Automatic,17,2775000
9926,Lagos,foreign,0,,2006,Toyota,Matrix,Automatic,14,2188500
9927,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,4965000
9928,Lagos,foreign,35000,,2010,Toyota,RAV 4,Automatic,10,4635000
9929,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic,12,0
9930,Lagos,foreign,92000,,2015,Toyota,Camry,Automatic,5,7165000
9931,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic,12,4525000
9932,Lagos,foreign,69311,,2009,Lexus,RX 350,Automatic,11,5075000
9933,Lagos,foreign,75438,,2012,Toyota,Venza,Automatic,8,7165000
9934,Lagos,foreign,0,,2015,Lexus,GX 470,Automatic,5,21465000
9935,Lagos,foreign,0,,2004,Nissan,Frontier,Automatic,16,0
9936,Lagos,foreign,32400,,2015,Toyota,Corolla,Automatic,5,6065000
9937,Lagos,foreign,80,,2010,Toyota,RAV 4,Automatic,10,3865000
9938,Lagos,foreign,65254,,2015,Lexus,GX 460,Automatic,5,14864999
9939,Lagos,foreign,33200,,2017,Lexus,RX 350,Automatic,3,0
9940,Lagos,foreign,0,,2006,Toyota,4-Runner,Automatic,14,3865000
9941,Lagos,foreign,0,,2013,Mercedes-Benz,C 300,Automatic,7,6835000
9942,Lagos,foreign,0,,2015,Toyota,Corolla,Automatic,5,5735000
9943,Lagos,foreign,67554,,2008,Toyota,Camry,Automatic,12,3235000
9944,Lagos,foreign,254,,2006,Nissan,Pathfinder,Automatic,14,1452500
9945,Lagos,foreign,98248,,2010,Hyundai,Porter,Automatic,10,4140000
9946,Lagos,foreign,0,,2007,Mercedes-Benz,ML 350,Automatic,13,5955000
9947,Lagos,foreign,1,,2011,Toyota,Sienna,Automatic,9,7165000
9948,Lagos,foreign,14235,,2017,Toyota,RAV 4,Automatic,3,8595000
9949,Lagos,foreign,10200,,2009,Toyota,Corolla,Automatic,11,2085000
9950,Lagos,foreign,13532,,2011,Toyota,Camry,Automatic,9,0
9951,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic,12,4910000
9952,Lagos,foreign,0,,2014,Jeep,Wrangler,Automatic,6,11565000
9953,Lagos,foreign,14464,,2015,Mercedes-Benz,C 300,Automatic,5,10575000
9954,Lagos,foreign,10000,,2004,Mercedes-Benz,C 180,Automatic,16,2315000
9955,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2832500
9956,Lagos,foreign,74213,,2009,Toyota,Camry,Automatic,11,3480000
9957,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic,12,5185000
9958,Lagos,foreign,52174,,2010,Toyota,Corolla,Automatic,10,0
9959,Lagos,foreign,645523,,2012,Toyota,Highlander,Automatic,8,0
9960,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,1510000
9961,Lagos,foreign,23000,,2017,Ford,F 150,Automatic,3,14865000
9962,Lagos,foreign,100,,2000,Toyota,Corolla,Automatic,20,647500
9963,Lagos,foreign,0,,2006,Toyota,Camry,Automatic,14,2200000
9964,Lagos,foreign,0,,2015,Honda,CR-V,Automatic,5,8815000
9965,Lagos,foreign,84376,,2006,Toyota,Corolla,Automatic,14,0
9966,Lagos,foreign,74672,,2005,Toyota,Matrix,Automatic,15,1740000
9967,Lagos,foreign,5007,,2019,Lexus,RX 350,Automatic,1,22565000
9968,Lagos,foreign,69008,,2013,Toyota,Camry,Automatic,7,5295000
9969,Lagos,foreign,48685,,2013,Hyundai,Sonata,Automatic,7,0
9970,Lagos,foreign,0,,2012,Toyota,Camry,Automatic,8,4525000
9971,Lagos,foreign,886542,,2009,Toyota,FJ,Automatic,11,7055000
9972,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,6065000
9973,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic,6,5515000
9974,Abuja,foreign,11,,2016,Kia,Cadenza,Automatic,4,6615000
9975,Lagos,foreign,13254,,2013,Toyota,Hilux,Automatic,7,0
9976,Lagos,foreign,72714,,2005,Lexus,RX 330,Automatic,15,4745000
9977,Lagos,foreign,94882,,2011,Toyota,RAV 4,Automatic,9,4635000
9978,Lagos,foreign,1,,2011,Toyota,Venza,Automatic,9,0
9979,Lagos,foreign,0,,2007,Toyota,4-Runner,Automatic,13,4415000
9980,Lagos,foreign,56549,,2009,Mercedes-Benz,ML 350,Automatic,11,0
9981,Lagos,foreign,76763,,2014,Ford,Edge,Automatic,6,6065000
9982,Lagos,foreign,0,,2004,Toyota,Corolla,Automatic,16,1682500
9983,Lagos,foreign,74992,,2010,Toyota,Land Cruiser,Automatic,10,9365000
9984,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic,15,4965000
9985,Lagos,foreign,0,,2006,Toyota,Sienna,Automatic,14,3120000
9986,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,5845000
9987,Lagos,foreign,0,,2015,Ford,Explorer,Automatic,5,10135000
9988,Lagos,foreign,0,,2013,Lexus,GX 470,Automatic,7,15965000
9989,Lagos,foreign,0,,2006,Toyota,Sienna,Automatic,14,3810000
9990,Lagos,foreign,0,,2007,Toyota,Camry,Automatic,13,0
9991,Kaduna,foreign,0,,2016,Lexus,ES 350,Automatic,4,15415000
9992,Lagos,foreign,0,,2012,Hyundai,Sonata,Automatic,8,3177500
9993,Lagos,foreign,53958,,2011,Acura,MDX,Automatic,9,0
9994,Lagos,foreign,1,,2008,Lexus,ES 350,Automatic,12,4085000
9995,Lagos,foreign,0,,2010,Toyota,Camry,Automatic,10,3645000
9996,Lagos,foreign,57382,,2011,Toyota,RAV 4,Automatic,9,5185000
9997,Lagos,foreign,98021,,2006,Toyota,Highlander,Automatic,14,3645000
9998,Lagos,foreign,78543,,2014,Lexus,GX 460,Automatic,6,20915000
9999,Lagos,foreign,0,,2009,Toyota,Camry,Automatic,11,3755000
10000,Lagos,foreign,0,,2009,Pontiac,Vibe,Automatic,11,2890000
10001,Lagos,foreign,0,,2009,Toyota,Corolla,Automatic,11,2890000
10002,Lagos,foreign,45,,2013,Toyota,Highlander,Automatic,7,7935000
10003,Lagos,foreign,45311,,2010,Mercedes-Benz,ML 350,Automatic,10,6065000
10004,Lagos,foreign,124571,,2003,Mercedes-Benz,C 240,Automatic,17,2292000
10005,Lagos,foreign,50000,,2016,Lexus,LX 570,Automatic,4,41815000
10006,Lagos,foreign,78547,,2009,Toyota,Highlander,Automatic,11,6064999
10007,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic,9,0
10008,Lagos,foreign,46285,,2012,Toyota,Highlander,Automatic,8,8265000
10009,Lagos,foreign,985231,,2008,Acura,MDX,Automatic,12,3755000
10010,Lagos,foreign,0,,2015,Toyota,Highlander,Automatic,5,12005000
10011,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,0
10012,Lagos,foreign,0,,2013,Toyota,Camry,Automatic,7,4965000
10013,Lagos,foreign,0,,2005,Lexus,RX 330,Automatic,15,4195000
10014,Lagos,foreign,94500,,2008,Lexus,ES 350,Automatic,12,3005000
10016,Lagos,foreign,0,,2007,Toyota,Avalon,Automatic,13,2200000
10017,Lagos,foreign,34533,,2013,Lexus,LX 470,Automatic,7,0
10018,Lagos,foreign,77564,,2009,Mercedes-Benz,ML 350,Automatic,11,5405000
10019,Lagos,foreign,77345,,2011,Lexus,RX 350,Automatic,9,8375000
10020,Lagos,foreign,65887,,2011,Toyota,Sienna,Automatic,9,5350000
10021,Lagos,foreign,0,,2014,Jeep,Wrangler,Automatic,6,11565000
10022,Lagos,foreign,885421,,2007,Toyota,Sienna,Automatic,13,3292500
10023,Lagos,foreign,0,,2009,Honda,Accord,Automatic,11,2142500
10024,Lagos,foreign,32000,,2017,Mercedes-Benz,E 300,Automatic,3,0
10025,Lagos,foreign,31522,,2013,Lexus,RX 350,Automatic,7,10465000
10026,Lagos,foreign,84379,,2003,Toyota,4-Runner,Automatic,17,2878500
10027,Lagos,foreign,0,,2005,Lexus,RX 330,Automatic,15,2545000
10028,Lagos,foreign,16327,,2015,Toyota,RAV 4,Automatic,5,8705000
10029,Lagos,foreign,56000,,2010,Toyota,Camry,Automatic,10,2660000
10030,Lagos,foreign,1,,2012,Toyota,Camry,Automatic,8,5130000
10031,Lagos,foreign,0,,2004,Toyota,Camry,Automatic,16,2200000
10032,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,3212000
10033,Lagos,foreign,0,,2014,Mercedes-Benz,GL 550,Automatic,6,19815000
10034,Lagos,foreign,45325,,2011,Toyota,Corolla,Automatic,9,3407500
10035,Lagos,foreign,68000,,2012,Mercedes-Benz,C 300,Automatic,8,4745000
10036,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic,8,9695000
10037,Lagos,foreign,95,,2007,Toyota,Highlander,Automatic,13,2085000
10038,Lagos,foreign,0,,2004,Toyota,Highlander,Automatic,16,3407500
10039,Lagos,foreign,79347,,2006,Lexus,ES 330,Automatic,14,0
10040,Lagos,foreign,0,,2009,Acura,MDX,Automatic,11,3865000
10041,Lagos,foreign,0,,2012,Hyundai,ix35,Automatic,8,2660000
10042,Lagos,foreign,73000,,2014,Toyota,Camry,Automatic,6,0
10043,Lagos,foreign,30000,,2015,Mercedes-Benz,C 300,Automatic,5,10465000
10044,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic,15,2062000
10045,Lagos,foreign,76876,,2012,Toyota,Highlander,Automatic,8,7715000
10046,Lagos,foreign,60000,,2016,Honda,Accord,Automatic,4,7495000
10047,Lagos,foreign,0,,2011,Acura,MDX,Automatic,9,5680000
10048,Lagos,foreign,67651,,2004,Toyota,Tacoma,Automatic,16,4415000
10049,Lagos,foreign,71245,,2010,Toyota,Camry,Automatic,10,0
10050,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,0
10051,Lagos,foreign,89000,,2005,Toyota,Camry,Automatic,15,2085000
10052,Lagos,foreign,0,,2004,Toyota,Corolla,Automatic,16,1682500
10053,Lagos,foreign,76532,,2006,Acura,MDX,Automatic,14,2545000
10054,Lagos,foreign,34331,,2004,Lexus,ES 330,Automatic,16,3120000
10055,Lagos,foreign,56000,,2013,Toyota,Highlander,Automatic,7,10465000
10056,Lagos,foreign,46743,,2014,Mercedes-Benz,E 350,Automatic,6,12115000
10057,Lagos,foreign,78564,,2005,Toyota,Highlander,Automatic,15,3350000
10058,Rivers,foreign,0,,2012,Hyundai,ix35,Automatic,8,2775000
10059,Lagos,foreign,0,,2009,Mercedes-Benz,C 300,Automatic,11,4195000
10060,Lagos,foreign,10967,,2020,Toyota,Corolla,Automatic,0,13765000
10061,Lagos,foreign,71526,,2010,Mercedes-Benz,ML 350,Automatic,10,0
10062,Lagos,foreign,63221,,2009,Toyota,Camry,Automatic,11,0
10063,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic,15,0
10064,Lagos,foreign,81736,,2010,Mercedes-Benz,ML 350,Automatic,10,0
10065,Lagos,foreign,73098,,2014,Mercedes-Benz,E 350,Automatic,6,10685000
10066,Lagos,foreign,0,,2008,Honda,CR-V,Automatic,12,3465000
10067,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic,8,10355000
10068,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic,12,4965000
10069,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic,12,0
10070,Lagos,foreign,965231,,2008,Toyota,Camry,Automatic,12,3292500
10071,Lagos,foreign,136231,,2010,Toyota,Venza,Automatic,10,5218000
10072,Lagos,foreign,84577,,2008,Toyota,Camry,Automatic,12,2430000
10073,Lagos,foreign,85369,,2004,Toyota,Corolla,Automatic,16,2372500
10074,Lagos,foreign,0,,2014,Toyota,RAV 4,Automatic,6,0
10075,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic,12,4415000
10076,Lagos,foreign,45600,,2013,Toyota,Highlander,Automatic,7,8265000
10077,Lagos,foreign,63221,,2010,Toyota,Venza,Automatic,10,7165000
10078,Lagos,foreign,26739,,2016,Toyota,RAV 4,Automatic,4,0
10080,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,6285000
10081,Lagos,foreign,0,,2009,Hyundai,Veracruz,Automatic,11,1970000
10082,Lagos,foreign,97000,,2013,Toyota,Highlander,Automatic,7,9915000
10083,Lagos,foreign,0,,2012,Land,Rover Range Rover Sport,Automatic,8,11895000
10084,Lagos,foreign,0,,2013,Toyota,Camry,Automatic,7,4415000
10085,Lagos,foreign,82271,,2005,Toyota,Tacoma,Automatic,15,6395000
10086,Lagos,foreign,99085,,2008,Mercedes-Benz,ML 350,Automatic,12,3062500
10087,Lagos,foreign,0,,2017,Mercedes-Benz,GLE 350,Automatic,3,19815000
10088,Lagos,foreign,0,,2010,Toyota,Venza,Automatic,10,0
10089,Lagos,foreign,98,,2004,Toyota,4-Runner,Automatic,16,3535000
10090,Lagos,foreign,45000,,2013,Hyundai,Sonata,Automatic,7,5185000
10091,Lagos,foreign,62211,,2015,Lexus,RX 350,Automatic,5,14315000
10092,Lagos,foreign,0,,2016,Acura,MDX,Automatic,4,14865000
10093,Lagos,foreign,96258,,2009,Toyota,Camry,Automatic,11,0
10094,Lagos,foreign,34000,,2009,Pontiac,Vibe,Automatic,11,3120000
10095,Lagos,foreign,215423,,2014,Mercedes-Benz,GL 550,Automatic,6,20145000
10096,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic,10,4525000
10097,Lagos,foreign,0,,2012,Toyota,Hilux,Automatic,8,0
10098,Abuja,foreign,0,,2015,Jaguar,XF,Automatic,5,9915000
10099,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic,15,3645000
10100,Lagos,foreign,74563,,2008,Mercedes-Benz,ML 350,Automatic,12,0
10101,Lagos,foreign,85243,,2005,Toyota,Sienna,Automatic,15,2890000
10102,Lagos,foreign,0,,2013,Toyota,Camry,Automatic,7,4965000
10103,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic,15,2890000
10104,Lagos,foreign,45000,,2009,Mercedes-Benz,ML 350,Automatic,11,6285000
10105,Lagos,foreign,115000,,2003,Toyota,Sienna,Automatic,17,2142500
10106,Lagos,foreign,98200,,2006,Toyota,Highlander,Automatic,14,4085000
10107,Lagos,foreign,75213,,2010,Toyota,Camry,Automatic,10,0
10108,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2890000
10109,Lagos,foreign,55000,,2012,Toyota,Tundra,Automatic,8,6835000
10110,Lagos,foreign,64213,,2006,Toyota,Corolla,Automatic,14,3005000
10111,Lagos,foreign,125000,,2015,Toyota,Highlander,Automatic,5,12115000
10112,Lagos,foreign,82375,,2008,Toyota,Camry,Automatic,12,3177500
10113,Lagos,foreign,0,,2005,Lexus,ES 330,Automatic,15,3005000
10114,Lagos,foreign,71514,,2006,Lexus,RX 330,Automatic,14,4085000
10115,Lagos,foreign,62848,,2006,Toyota,Highlander,Automatic,14,3535000
10116,Lagos,foreign,23000,,2017,Lexus,RX 350,Automatic,3,19265000
10117,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic,15,0
10118,Lagos,foreign,1,,2004,Lexus,RX 330,Automatic,16,0
10119,Lagos,foreign,98665,,2001,Toyota,Corolla,Automatic,19,992500
10120,Lagos,foreign,857756,,2007,Toyota,Sienna,Automatic,13,3407500
10121,Lagos,foreign,78000,,2005,MINI,Cooper,Automatic,15,3350000
10122,Lagos,foreign,98425,,2007,Toyota,Yaris,Automatic,13,2165500
10123,Lagos,foreign,71232,,2011,Mercedes-Benz,ML 350,Automatic,9,0
10124,Lagos,foreign,97824,,2013,Toyota,Hiace,Automatic,7,7605000
10125,Lagos,foreign,73029,,2015,Mercedes-Benz,C 300,Automatic,5,12555000
10126,Lagos,foreign,89266,,2015,Mercedes-Benz,C 300,Automatic,5,12115000
10127,Lagos,foreign,1,,2008,Lexus,GX 470,Automatic,12,8705000
10128,Lagos,foreign,47688,,2017,Mercedes-Benz,GLE 350,Automatic,3,20915000
10129,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic,14,3700000
10130,Lagos,foreign,94023,,2010,Toyota,RAV 4,Automatic,10,3975000
10131,Lagos,foreign,22554,,2016,Mercedes-Benz,GLE 450,Automatic,4,32465000
10132,Lagos,foreign,78000,,2008,Lexus,GX 470,Automatic,12,0
10133,Lagos,foreign,1232,,2008,Nissan,Rogue,Automatic,12,2660000
10134,Lagos,foreign,0,,2012,Toyota,Highlander,Automatic,8,7935000
10135,Lagos,foreign,59353,,2008,Honda,Accord,Automatic,12,0
10136,Lagos,foreign,0,,2013,Mercedes-Benz,ML 350,Automatic,7,17065000
10137,Lagos,foreign,0,,2010,Acura,MDX,Automatic,10,5513900
10138,Lagos,foreign,91772,,2006,Toyota,Corolla,Automatic,14,1602000
10139,Lagos,foreign,0,,2001,Honda,CR-V,Automatic,19,0
10140,Lagos,foreign,852311,,2004,Toyota,Corolla,Automatic,16,2315000
10141,Lagos,foreign,0,,2014,Toyota,Camry,Automatic,6,0
10142,Lagos,foreign,0,,2005,Toyota,Corolla,Automatic,15,1625000
10143,Lagos,foreign,0,,2016,Mercedes-Benz,C 63 AMG,Automatic,4,27515000
10144,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2660000
10145,Lagos,foreign,0,,2017,Toyota,Highlander,Automatic,3,18715000
10146,Lagos,foreign,39000,,2015,Toyota,Camry,Automatic,5,6615000
10147,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,0
10148,Lagos,foreign,0,,2015,Mercedes-Benz,C 300,Automatic,5,0
10149,Lagos,foreign,5423,,2015,Toyota,Land Cruiser,Automatic,5,17945000
10150,Lagos,foreign,69000,,2013,Mercedes-Benz,ML 350,Automatic,7,0
10151,Lagos,foreign,144973,,2005,Toyota,Highlander,Automatic,15,3235000
10152,Lagos,foreign,87000,,2005,Toyota,Sienna,Automatic,15,3212000
10153,Lagos,foreign,57324,,2008,Toyota,Highlander,Automatic,12,7055000
10154,Lagos,foreign,78210,,2006,Acura,MDX,Automatic,14,2775000
10155,Lagos,foreign,852131,,2005,Toyota,4-Runner,Automatic,15,3465000
10156,Lagos,foreign,11423,,2003,Lexus,RX 300,Automatic,17,3120000
10157,Lagos,foreign,0,,2013,Toyota,Hiace,Automatic,7,7715000
10158,Lagos,foreign,10000,,2010,Toyota,Camry,Automatic,10,0
10159,Lagos,foreign,0,,2012,Toyota,RAV 4,Automatic,8,0
10160,Lagos,foreign,22000,,2016,Mercedes-Benz,GLE 450,Automatic,4,24215000
10161,Lagos,foreign,0,,2012,Toyota,4-Runner,Automatic,8,10465000
10162,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,3292500
10163,Lagos,foreign,72000,,2002,Toyota,Sienna,Automatic,18,2257500
10164,Lagos,foreign,0,,2011,Land,Rover Range Rover Sport,Automatic,9,0
10165,Lagos,foreign,53210,,2014,Toyota,RAV 4,Automatic,6,8265000
10166,Lagos,foreign,0,,2012,Lexus,GX 460,Automatic,8,12115000
10167,Lagos,foreign,1525,,2009,Toyota,Camry,Automatic,11,0
10168,Lagos,foreign,985422,,2004,Toyota,Land Cruiser,Automatic,16,4195000
10169,Lagos,foreign,0,,2015,Toyota,Camry,Automatic,5,5515000
10170,Abuja,foreign,106939,,2004,Honda,Odyssey,Automatic,16,1165000
10171,Lagos,foreign,102000,,1999,Lexus,RX 300,Automatic,21,2257500
10172,Lagos,foreign,0,,2010,BMW,X6,Automatic,10,3235000
10173,Lagos,foreign,87977,,2008,Toyota,Tacoma,Automatic,12,4140000
10174,Lagos,foreign,45832,,2008,Lexus,ES 350,Automatic,12,3865000
10175,Lagos,foreign,82000,,2008,Toyota,Sequoia,Automatic,12,9585000
10176,Lagos,foreign,15142,,2015,Lexus,GX 460,Automatic,5,0
10177,Lagos,foreign,88676,,2005,Toyota,Highlander,Automatic,15,2890000
10178,Lagos,foreign,20,,2017,Toyota,Corolla,Automatic,3,8265000
10179,Lagos,foreign,71366,,2009,Toyota,Camry,Automatic,11,3465000
10180,Lagos,foreign,0,,2011,Mercedes-Benz,E 350,Automatic,9,7385000
10181,Lagos,foreign,0,,2010,Toyota,Tundra,Automatic,10,11895000
10182,Lagos,foreign,36585,,2014,Mercedes-Benz,GLK 350,Automatic,6,10465000
10183,Lagos,foreign,25000,,2011,Rolls-Royce,Ghost,Automatic,9,0
10184,Lagos,foreign,45268,,2015,Infiniti,M35,Automatic,5,6065000
10185,Lagos,foreign,0,,2010,Toyota,Venza,Automatic,10,5515000
10186,Lagos,foreign,0,,2004,Toyota,Corolla,Automatic,16,2487500
10187,Lagos,foreign,91000,,2014,Toyota,Avalon,Automatic,6,8375000
10188,Lagos,foreign,45000,,2011,Mercedes-Benz,GLK 350,Automatic,9,6120000
10189,Ibadan,foreign,0,,2017,Toyota,Corolla,Automatic,3,8265000
10190,Ibadan,foreign,0,,2006,Toyota,Highlander,Automatic,14,3465000
10191,Lagos,foreign,96000,,2011,Ford,Edge,Automatic,9,0
10192,Lagos,foreign,84216,,2003,Lexus,RX 300,Automatic,17,2867000
10193,Lagos,foreign,78694,,2009,Toyota,Venza,Automatic,11,5735000
10194,Lagos,foreign,0,,2009,Toyota,Camry,Automatic,11,3235000
10195,Lagos,foreign,0,,2005,Lexus,ES 330,Automatic,15,3062500
10196,Lagos,foreign,0,,2010,Pontiac,Vibe,Automatic,10,3005000
10197,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic,12,3865000
10198,Lagos,foreign,20842,,2014,Mercedes-Benz,GLK 350,Automatic,6,0
10199,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic,7,3810000
10200,Lagos,foreign,0,,2013,Toyota,Sienna,Automatic,7,4965000
10201,Lagos,foreign,0,,2007,Toyota,Sienna,Automatic,13,2775000
10202,Lagos,foreign,68592,,2004,Toyota,Matrix,Automatic,16,0
10203,Lagos,foreign,0,,2003,Acura,MDX,Automatic,17,912000
10204,Lagos,foreign,0,,2011,Toyota,Venza,Automatic,9,7495000
10205,Lagos,foreign,0,,2015,Toyota,Tacoma,Automatic,5,10355000
