Id,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age,Price
1727,Lagos,foreign,10000,,2006,Toyota,Highlander,Automatic,14,3465000
1728,Lagos,foreign,0,,2004,Toyota,Matrix,Automatic,16,0
1729,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2315000
1730,Lagos,foreign,74892,,2007,Mercedes-Benz,ML 350,Automatic,13,0
1731,Lagos,foreign,0,,2003,Lexus,RX 200,Automatic,17,2844000
1732,Lagos,foreign,0,,2008,Volkswagen,Touareg,Automatic,12,0
1733,Lagos,foreign,0,,2012,Lexus,GX 470,Automatic,8,16515000
1734,Lagos,foreign,65321,,2008,Land,Rover Range Rover Sport,Automatic,12,0
1735,Lagos,foreign,0,,2007,Mercedes-Benz,ML 350,Automatic,13,4085000
1736,Lagos,foreign,89000,,2015,Toyota,Corolla,Automatic,5,6065000
1737,Lagos,foreign,92805,,2000,Lexus,RX 200,Automatic,20,2257500
1738,Lagos,foreign,82000,,2011,Toyota,Venza,Automatic,9,6945000
1739,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic,15,3645000
1740,Lagos,foreign,33587,,2019,Toyota,Camry,Automatic,1,0
1741,Lagos,foreign,0,,2007,Toyota,Highlander,Automatic,13,3350000
1742,Lagos,foreign,61000,,2010,Mercedes-Benz,ML 350,Automatic,10,6615000
1743,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,5845000
1744,Lagos,foreign,50,,2010,Acura,ZDX,Automatic,10,8815000
1745,Lagos,foreign,105231,,2006,Toyota,Camry,Automatic,14,2315000
1746,Lagos,foreign,11111,,2015,Hyundai,Santa Fe,Automatic,5,6615000
1747,Lagos,foreign,76832,,2008,Nissan,Tiida,Automatic,12,923500
1748,Lagos,foreign,63000,,2013,Toyota,Camry,Automatic,7,4965000
1749,Lagos,foreign,97314,,2012,Toyota,Camry,Automatic,8,3644999
1750,Lagos,foreign,100000,,2001,Lexus,LX 470,Automatic,19,0
1751,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic,12,3465000
1752,Lagos,foreign,0,,2004,Toyota,Camry,Automatic,16,2200000
1753,Lagos,foreign,8652,,2010,Lexus,GS 350,Automatic,10,5075000
1754,Lagos,foreign,0,,2007,Honda,Pilot,Automatic,13,2315000
1755,Lagos,foreign,0,,2006,Toyota,Avalon,Automatic,14,3005000
1756,Lagos,foreign,85234,,2008,Acura,MDX,Automatic,12,3755000
1757,Lagos,foreign,0,,2015,Toyota,Camry,Automatic,5,0
1758,Lagos,foreign,98012,,2015,Toyota,Camry,Automatic,5,6725000
1759,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2315000
1760,Lagos,foreign,58168,,2003,Toyota,Sienna,Automatic,17,2660000
1761,Lagos,foreign,0,,2007,Lexus,LS 460,Automatic,13,0
1762,Lagos,foreign,0,,2013,Dodge,Challenger,Automatic,7,7165000
1763,Lagos,foreign,0,,2014,Toyota,Camry,Automatic,6,5515000
1765,Lagos,foreign,0,,2013,Land,Rover Range Rover Evoque,Automatic,7,17065000
1766,Lagos,foreign,1,,2008,Lexus,GX 470,Automatic,12,9365000
1768,Lagos,foreign,33680,,2011,Toyota,Land Cruiser,Automatic,9,0
1769,Lagos,foreign,0,,2003,Mercedes-Benz,C 240,Automatic,17,2200000
1770,Lagos,foreign,72639,,2009,Lexus,ES 350,Automatic,11,4195000
1771,Lagos,foreign,53214,,2009,Toyota,Highlander,Automatic,11,6285000
1772,Lagos,foreign,25311,,2014,Toyota,Highlander,Automatic,6,13765000
1773,Lagos,foreign,95711,,2002,Nissan,Primera,Automatic,18,1797500
1774,Lagos,foreign,0,,2009,Toyota,Venza,Automatic,11,4525000
1775,Lagos,foreign,24809,,2018,Toyota,4-Runner,Automatic,2,29715000
1776,Lagos,foreign,0,,2006,Acura,MDX,Automatic,14,2315000
1777,Lagos,foreign,0,,2009,Toyota,Camry,Automatic,11,3235000
1778,Lagos,foreign,85607,,2005,Toyota,Corolla,Automatic,15,2545000
1779,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic,14,3535000
1780,Lagos,foreign,120086,,2007,Honda,Ridgeline,Automatic,13,4305000
1781,Lagos,foreign,266000,,2004,BMW,320,Automatic,16,2545000
1782,Lagos,foreign,96000,,2014,Land,Rover Range Rover Evoque,Automatic,6,14865000
1783,Lagos,foreign,50,,2017,Mercedes-Benz,GLE 350,Automatic,3,19485000
1784,Lagos,foreign,8000,,2017,Lexus,RX 350,Automatic,3,39065000
1785,Lagos,foreign,0,,2013,Toyota,Venza,Automatic,7,5350000
1786,Lagos,foreign,76000,,2008,Toyota,Camry,Automatic,12,2947500
1787,Lagos,foreign,23880,,2016,Toyota,Highlander,Automatic,4,14975000
1788,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic,15,2890000
1789,Lagos,foreign,61233,,2010,Acura,ZDX,Automatic,10,11015000
1790,Lagos,foreign,170029,,2010,Mercedes-Benz,E 350,Automatic,10,6175000
1791,Lagos,foreign,1242,,2008,Mercedes-Benz,C 300,Automatic,12,5350000
1792,Lagos,foreign,43000,,2014,Toyota,Tundra,Automatic,6,14095000
1793,Lagos,foreign,71652,,2012,Toyota,Corolla,Automatic,8,0
1794,Lagos,foreign,63467,,2008,Toyota,Highlander,Automatic,12,5515000
1795,Lagos,foreign,0,,2011,Mazda,CX-7,Automatic,9,4690000
1796,Lagos,foreign,4562,,2016,Mercedes-Benz,C 300,Automatic,4,11235000
1797,Abuja,foreign,51330,,2015,Toyota,RAV 4,Automatic,5,7715000
1798,Lagos,foreign,81831,,2007,Lexus,ES 350,Automatic,13,3407500
1799,Lagos,foreign,0,,2009,Acura,MDX,Automatic,11,0
1800,Lagos,foreign,0,,2007,Toyota,Highlander,Automatic,13,3535000
1801,Lagos,foreign,0,,2004,Mercedes-Benz,ML 350,Automatic,16,2545000
1802,Lagos,foreign,100000,,2008,Honda,CR-V,Automatic,12,2142500
1803,Lagos,foreign,0,,2018,Lexus,GX 460,Automatic,2,20365000
1804,Lagos,foreign,0,,2005,Toyota,Corolla,Automatic,15,0
1805,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic,9,11565000
1806,Lagos,foreign,712445,,2005,Honda,Accord,Automatic,15,1280000
1807,Lagos,foreign,0,,2018,Toyota,Tacoma,Automatic,2,0
1808,Lagos,foreign,16000,,2019,Land,Rover Range Rover Velar,Automatic,1,41815000
1809,Lagos,foreign,1235,,2013,Mercedes-Benz,ML 350,Automatic,7,12335000
1810,Lagos,foreign,65341,,2003,Lexus,RX 300,Automatic,17,2775000
1811,Lagos,foreign,18601,,2016,Mercedes-Benz,E 300,Automatic,4,21465000
1812,Lagos,foreign,0,,2003,Toyota,Camry,Automatic,17,2165500
1813,Lagos,foreign,0,,2005,Lexus,RX 330,Automatic,15,4195000
1814,Lagos,foreign,0,,2007,Toyota,Corolla,Automatic,13,2545000
1815,Lagos,foreign,3000,,2019,Toyota,Hilux,Automatic,1,0
1816,Lagos,foreign,110,,2005,Lexus,GS 300,Automatic,15,2660000
1817,Lagos,foreign,0,,2011,Mercedes-Benz,GLK 350,Automatic,9,5955000
1818,Lagos,foreign,167000,,2004,Toyota,Corolla,Automatic,16,0
1819,Lagos,foreign,0,,2003,Ford,Explorer,Automatic,17,2085000
1820,Lagos,foreign,61234,,2011,Toyota,Camry,Automatic,9,0
1821,Lagos,foreign,0,,2014,Lexus,LX 570,Automatic,6,33015000
1822,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,3465000
1823,Lagos,foreign,35625,,2013,Toyota,Corolla,Automatic,7,0
1824,Lagos,foreign,33245,,2013,Honda,Accord,Automatic,7,0
1825,Lagos,foreign,100,,2002,Nissan,Xterra,Automatic,18,0
1826,Lagos,foreign,0,,2003,Lexus,RX 200,Automatic,17,2660000
1827,Lagos,foreign,96855,,2010,Toyota,Camry,Automatic,10,4085000
1828,Lagos,foreign,75992,,2008,Lexus,ES 350,Automatic,12,0
1829,Lagos,foreign,0,,2011,Toyota,Venza,Automatic,9,0
1830,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic,10,4910000
1831,Lagos,foreign,0,,2006,Infiniti,G,Automatic,14,1510000
1832,Lagos,foreign,0,,2003,Mercedes-Benz,ML 320,Automatic,17,2142500
1833,Lagos,foreign,72623,,2016,Toyota,4-Runner,Automatic,4,17615000
1834,Enugu,foreign,68552,,2006,Toyota,Sienna,Automatic,14,2890000
1835,Lagos,foreign,658442,,2011,Mercedes-Benz,GLK 350,Automatic,9,7495000
1836,Lagos,foreign,54387,,2009,Toyota,Camry,Automatic,11,3865000
1837,Lagos,foreign,1,,2013,Toyota,Highlander,Automatic,7,10685000
1838,Lagos,foreign,91000,,2014,Mercedes-Benz,GLK 350,Automatic,6,0
1839,Lagos,foreign,71532,,2010,Mercedes-Benz,C 300,Automatic,10,4305000
1840,Rivers,foreign,0,,2008,Toyota,Sienna,Automatic,12,1717000
1841,Lagos,foreign,76000,,2014,Toyota,Camry,Automatic,6,5845000
1842,Lagos,foreign,0,,2011,Toyota,RAV 4,Automatic,9,6615000
1843,Lagos,foreign,0,,2010,Toyota,Tacoma,Automatic,10,7033000
1844,Lagos,foreign,0,,2005,Lexus,RX 200,Automatic,15,0
1845,Lagos,foreign,10267,,2011,Lexus,RX 350,Automatic,9,9035000
1846,Lagos,foreign,0,,2017,Toyota,Camry,Automatic,3,9805000
1847,Lagos,foreign,752204,,2006,Lexus,RX 330,Automatic,14,4360000
1848,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic,10,0
1849,Lagos,foreign,76000,,2008,Lexus,ES 300,Automatic,12,4195000
1850,Lagos,foreign,0,,2014,Mercedes-Benz,G 63 AMG,Automatic,6,49515000
1851,Lagos,foreign,104277,,2004,Honda,Accord,Automatic,16,912000
1852,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic,7,4745000
1853,Lagos,foreign,0,,2004,Lexus,ES 300,Automatic,16,2200000
1854,Lagos,foreign,741235,,2006,Toyota,Sienna,Automatic,14,3062500
1855,Lagos,foreign,109000,,2009,Mazda,6,Automatic,11,2487500
1856,Lagos,foreign,85000,,2006,Toyota,RAV 4,Automatic,14,3120000
1857,Lagos,foreign,0,,2009,Honda,Accord,Automatic,11,1820500
1858,Lagos,foreign,64334,,2006,Lexus,RX 200,Automatic,14,4305000
1859,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic,12,4085000
1860,Lagos,foreign,96000,,2007,Toyota,Yaris,Automatic,13,2200000
1861,Lagos,foreign,90147,,2006,Toyota,Camry,Automatic,14,2027500
1862,Lagos,foreign,0,,2003,Toyota,Highlander,Automatic,17,1797500
1863,Lagos,foreign,15000,,2016,Lexus,LX 570,Automatic,4,42915000
1864,Lagos,foreign,0,,2011,Acura,ZDX,Automatic,9,0
1865,Lagos,foreign,0,,2017,Lexus,RX 350,Automatic,3,17615000
1866,Lagos,foreign,42822,,2014,Toyota,4-Runner,Automatic,6,12665000
1867,Lagos,foreign,0,,2009,Volkswagen,Tiguan,Automatic,11,3350000
1868,Lagos,foreign,64882,,2004,Toyota,Matrix,Automatic,16,1498500
1869,Lagos,foreign,97105,,2015,Toyota,Corolla,Automatic,5,5130000
1870,Lagos,foreign,0,,2007,Lexus,RX 350,Automatic,13,4195000
1871,Lagos,foreign,12542,,2005,Toyota,Sienna,Automatic,15,1567500
1872,Lagos,foreign,0,,2010,Toyota,Camry,Automatic,10,3755000
1873,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic,10,0
1874,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic,10,3755000
1875,Lagos,foreign,45000,,2014,Toyota,Avalon,Automatic,6,8485000
1876,Lagos,foreign,74000,,2003,Toyota,Highlander,Automatic,17,2775000
1877,Lagos,foreign,0,,2008,Land,Rover Range Rover Sport,Automatic,12,5625000
1878,Lagos,foreign,0,,2000,Toyota,Sienna,Automatic,20,1188000
1879,Lagos,foreign,7856231,,2002,Toyota,4-Runner,Automatic,18,2545000
1880,Lagos,foreign,0,,2009,Nissan,Pathfinder,Automatic,11,3535000
1881,Lagos,foreign,72858,,2008,Lexus,IS 250,Automatic,12,4085000
1882,Lagos,foreign,21043,,2013,Toyota,Land Cruiser,Automatic,7,26415000
1883,Lagos,foreign,85000,,2015,Lexus,IS 200,Automatic,5,8265000
1884,Lagos,foreign,1,,2005,Lexus,GX 470,Automatic,15,5295000
1885,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,3177500
1886,Lagos,foreign,745231,,2005,Toyota,Camry,Automatic,15,2315000
1887,Lagos,foreign,0,,2013,Mercedes-Benz,C 350,Automatic,7,0
1888,Lagos,foreign,652131,,2008,Toyota,Camry,Automatic,12,3120000
1890,Lagos,foreign,0,,2006,Lexus,GX 470,Automatic,14,6175000
1891,Lagos,foreign,113000,,2003,Lexus,ES 300,Automatic,17,0
1892,Lagos,foreign,104000,,2014,Toyota,Camry,Automatic,6,5075000
1893,Lagos,foreign,16151,,2017,Mercedes-Benz,GLE 450,Automatic,3,14315000
1894,Lagos,foreign,0,,2013,Nissan,Quest,Automatic,7,3465000
1895,Lagos,foreign,28000,,2015,Mercedes-Benz,S 550,Automatic,5,25865000
1896,Lagos,foreign,0,,2009,Nissan,Sentra,Automatic,11,2315000
1897,Lagos,foreign,110000,,2005,Toyota,Camry,Automatic,15,0
1898,Lagos,foreign,0,,2012,Toyota,Tacoma,Automatic,8,10465000
1899,Lagos,foreign,0,,2003,Toyota,Camry,Automatic,17,0
1900,Lagos,foreign,65031,,2012,Lexus,ES 350,Automatic,8,5845000
1901,Lagos,foreign,0,,2010,Mercedes-Benz,GLK 350,Automatic,10,0
1902,Lagos,foreign,52,,2010,Lexus,RX 350,Automatic,10,7165000
1903,Lagos,foreign,108536,,2005,Toyota,Highlander,Automatic,15,2430000
1904,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,1855000
1905,Lagos,foreign,0,,2016,Toyota,Highlander,Automatic,4,0
1906,Lagos,foreign,63882,,2004,Toyota,Matrix,Automatic,16,0
1907,Lagos,foreign,105233,,2005,Toyota,Camry,Automatic,15,2545000
1908,Lagos,foreign,894512,,2004,Toyota,Sequoia,Automatic,16,0
1909,Lagos,foreign,56000,,2011,Toyota,Sienna,Automatic,9,5460000
1910,Lagos,foreign,36499,,2013,Ford,Explorer,Automatic,7,7605000
1911,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic,12,0
1912,Lagos,foreign,78000,,2011,Lexus,RX 350,Automatic,9,7385000
1913,Lagos,foreign,0,,2011,Lexus,ES 300,Automatic,9,4965000
1914,Lagos,foreign,30000,,2019,Honda,Accord,Automatic,1,12115000
1915,Lagos,foreign,0,,2015,Lexus,ES 350,Automatic,5,6065000
1916,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,0
1917,Lagos,foreign,98000,,2010,Ford,F 150,Automatic,10,0
1918,Lagos,foreign,98000,,2010,Mercedes-Benz,E 350,Automatic,10,6285000
1919,Lagos,foreign,66117,,2017,Honda,CR-V,Automatic,3,10465000
1920,Lagos,foreign,0,,2006,Lexus,ES 330,Automatic,14,0
1921,Lagos,foreign,62253,,2008,Toyota,Camry,Automatic,12,0
1922,Lagos,foreign,0,,2002,Lexus,RX 300,Automatic,18,2775000
1923,Lagos,foreign,81251,,2006,Honda,Accord,Automatic,14,0
1924,Lagos,foreign,48392,,2012,Toyota,Corolla,Automatic,8,4085000
1925,Lagos,foreign,896523,,2009,Acura,MDX,Automatic,11,3755000
1926,Lagos,foreign,736337,,2010,Toyota,Hiace,Automatic,10,7715000
1927,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic,10,5295000
1928,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,3120000
1929,Rivers,foreign,98000,,2004,Honda,City,Automatic,16,0
1930,Lagos,foreign,0,,2010,Lexus,RX 350,Automatic,10,0
1931,Lagos,foreign,0,,2010,Lexus,RX 350,Automatic,10,7715000
1932,Lagos,foreign,99582,,2007,Toyota,Avalon,Automatic,13,3235000
1933,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,0
1934,Lagos,foreign,12345,,2005,Toyota,Sienna,Automatic,15,3062500
1935,Ibadan,foreign,0,,2012,Toyota,Corolla,Automatic,8,4195000
1936,Lagos,foreign,17623,,2018,Toyota,Highlander,Automatic,2,20365000
1937,Lagos,foreign,45382,,2010,Toyota,Corolla,Automatic,10,3407500
1938,Lagos,foreign,0,,2017,Toyota,Camry,Automatic,3,9915000
1939,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,4404000
1940,Lagos,foreign,30831,,2014,Toyota,Hiace,Automatic,6,0
1941,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic,6,4965000
1942,Lagos,foreign,68222,,2007,Toyota,Sienna,Automatic,13,4690000
1943,Lagos,foreign,75000,,2013,Toyota,Corolla,Automatic,7,3645000
1944,Lagos,foreign,0,,2011,Mercedes-Benz,GL 450,Automatic,9,8595000
1945,Lagos,foreign,72453,,2007,Toyota,Camry,Automatic,13,0
1946,Lagos,foreign,0,,2008,Honda,CR-V,Automatic,12,3062500
1947,Lagos,foreign,96103,,2007,Toyota,Matrix,Automatic,13,2280500
1948,Lagos,foreign,100000,,2010,Nissan,Sunny,Automatic,10,0
1949,Lagos,foreign,0,,2005,Toyota,Camry,Automatic,15,2315000
1950,Lagos,foreign,89723,,2014,Hyundai,Sonata,Automatic,6,3920000
1951,Lagos,foreign,32684,,2017,Toyota,Highlander,Automatic,3,0
1952,Lagos,foreign,95000,,2013,Ford,Explorer,Automatic,7,9365000
1953,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,3425000
1954,Lagos,foreign,0,,2013,Mercedes-Benz,GL 550,Automatic,7,9695000
1955,Lagos,foreign,83523,,2009,Toyota,Corolla,Automatic,11,3235000
1956,Lagos,foreign,33000,,2014,Lexus,GX 460,Automatic,6,0
1957,Lagos,foreign,85369,,2004,Toyota,Camry,Automatic,16,1360500
1958,Lagos,foreign,61423,,2010,Toyota,Hiace,Automatic,10,6615000
1959,Lagos,foreign,0,,2007,Toyota,RAV 4,Automatic,13,3645000
1960,Lagos,foreign,80258,,2008,Lexus,ES 350,Automatic,12,4360000
1961,Lagos,foreign,72214,,2010,Lexus,RX 350,Automatic,10,7715000
1962,Lagos,foreign,87977,,2005,Toyota,Corolla,Automatic,15,0
1963,Lagos,foreign,0,,2013,Toyota,Sequoia,Automatic,7,13765000
1964,Rivers,foreign,0,,2002,Toyota,4-Runner,Automatic,18,0
1965,Lagos,foreign,75223,,2010,Toyota,Venza,Automatic,10,6285000
1966,Lagos,foreign,17075,,2015,Nissan,Armada,Automatic,5,10355000
1967,Lagos,foreign,0,,2013,Toyota,Highlander,Automatic,7,8045000
1968,Lagos,foreign,55243,,2005,Toyota,4-Runner,Automatic,15,3535000
1969,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,3535000
1970,Lagos,foreign,0,,2013,Lexus,ES 350,Automatic,7,0
1971,Lagos,foreign,0,,2004,Toyota,Sienna,Automatic,16,0
1972,Lagos,foreign,0,,2008,Mercedes-Benz,GL 550,Automatic,12,7165000
1973,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic,14,2775000
1974,Lagos,foreign,0,,2006,Lexus,ES 300,Automatic,14,2545000
1975,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic,12,4745000
1976,Lagos,foreign,0,,2009,Lexus,RX 200,Automatic,11,4415000
1977,Lagos,foreign,52815,,2009,Mercedes-Benz,C 300,Automatic,11,0
1978,Enugu,foreign,55235,,2010,Toyota,Highlander,Automatic,10,0
1979,Lagos,foreign,69,,2006,Nissan,Frontier,Automatic,14,3350000
1980,Lagos,foreign,75379,,2014,Lexus,RX 350,Automatic,6,0
1981,Lagos,foreign,45163,,2015,Hyundai,Genesis,Automatic,5,9365000
1982,Lagos,foreign,0,,2001,Toyota,Camry,Automatic,19,1625000
1983,Lagos,foreign,32547,,2011,Toyota,Highlander,Automatic,9,0
1984,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic,10,0
1985,Lagos,foreign,72000,,2013,Toyota,Corolla,Automatic,7,0
1986,Lagos,foreign,97978,,2000,Lexus,RX 200,Automatic,20,2165500
1987,Lagos,foreign,88461,,2013,Toyota,Highlander,Automatic,7,7165000
1988,Lagos,foreign,0,,2008,Lexus,GX 470,Automatic,12,8595000
1989,Lagos,foreign,87523,,2000,Toyota,Previa,Automatic,20,2890000
1990,Lagos,foreign,0,,2011,Toyota,Corolla,Automatic,9,3535000
1991,Lagos,foreign,142869,,2008,Lexus,ES 350,Automatic,12,2947500
1992,Lagos,foreign,77000,,2014,Toyota,Corolla,Automatic,6,0
1993,Lagos,foreign,0,,2005,Toyota,Matrix,Automatic,15,0
1994,Lagos,foreign,80000,,2008,Lexus,ES 300,Automatic,12,3920000
1995,Lagos,foreign,155000,,2002,Nissan,Frontier,Automatic,18,1797500
1996,Lagos,foreign,0,,2014,Toyota,RAV 4,Automatic,6,9255000
1997,Lagos,foreign,67000,,2014,Mercedes-Benz,GL 450,Automatic,6,0
1998,Lagos,foreign,0,,2017,Lexus,LX 470,Automatic,3,0
1999,Lagos,foreign,46541,,2009,Acura,MDX,Automatic,11,3865000
2000,Lagos,foreign,8652,,2008,Lexus,IS 250,Automatic,12,3005000
2001,Lagos,foreign,89000,,2008,Toyota,Camry,Automatic,12,2775000
2002,Lagos,foreign,108564,,2005,Lexus,RX 330,Automatic,15,3177500
2003,Lagos,foreign,0,,2003,Lexus,ES 300,Automatic,17,2257500
2004,Lagos,foreign,65892,,2014,Toyota,Sienna,Automatic,6,0
2005,Lagos,foreign,85,,2008,Toyota,4-Runner,Automatic,12,4195000
2006,Lagos,foreign,244,,2002,Toyota,Hiace,Automatic,18,4195000
2007,Lagos,foreign,71635,,2011,Mercedes-Benz,GLK 350,Automatic,9,6395000
2008,Lagos,foreign,56000,,2008,Toyota,Tacoma,Automatic,12,5845000
2009,Lagos,foreign,75643,,2010,Lexus,ES 350,Automatic,10,4800000
2010,Lagos,foreign,0,,2007,Toyota,Avalon,Automatic,13,3120000
2011,Lagos,foreign,44729,,2014,Land,Rover Range Rover Sport,Automatic,6,17615000
2012,Lagos,foreign,115325,,2006,Lexus,RX 330,Automatic,14,3700000
2013,Lagos,foreign,98000,,2011,Toyota,Camry,Automatic,9,3005000
2014,Lagos,foreign,13254,,2013,Toyota,Hilux,Automatic,7,0
2015,Lagos,foreign,35000,,2013,Toyota,Land Cruiser,Automatic,7,18495000
2016,Lagos,foreign,85678,,2012,Honda,Accord,Automatic,8,5185000
2017,Lagos,foreign,0,,2005,Lexus,ES 300,Automatic,15,2890000
2018,Lagos,foreign,1111,,2007,Toyota,Yaris,Automatic,13,0
2019,Lagos,foreign,94000,,2007,Honda,CR-V,Automatic,13,0
2020,Lagos,foreign,102458,,2002,Toyota,Land Cruiser,Automatic,18,1682500
2021,Lagos,foreign,0,,2010,Mercedes-Benz,GL 450,Automatic,10,7165000
2022,Lagos,foreign,0,,2008,Toyota,Camry,Automatic,12,3350000
2023,Lagos,foreign,74386,,2010,Toyota,Camry,Automatic,10,3120000
2024,Lagos,foreign,0,,2010,Toyota,Camry,Automatic,10,3755000
2025,Lagos,foreign,32555,,2014,Mercedes-Benz,GL 550,Automatic,6,0
2026,Lagos,foreign,89000,,2008,Lexus,RX 350,Automatic,12,0
2027,Lagos,foreign,80000,,2013,Honda,Accord,Automatic,7,5735000
2028,Lagos,foreign,32000,,2012,BMW,328,Automatic,8,0
2029,Lagos,foreign,0,,2009,Mercedes-Benz,GL 450,Automatic,11,7715000
2030,Lagos,foreign,0,,2008,Mitsubishi,Canter,Automatic,12,7935000
2031,Lagos,foreign,43685,,2011,Toyota,RAV 4,Automatic,9,5075000
2032,Lagos,foreign,115086,,2005,Lexus,RX 330,Automatic,15,3177500
2033,Lagos,foreign,24152,,2008,Toyota,Sienna,Automatic,12,0
2034,Lagos,foreign,65423,,2012,Toyota,Camry,Automatic,8,5295000
2035,Lagos,foreign,48767,,2016,Porsche,Macan,Automatic,4,30815000
2036,Osun,foreign,0,,2005,Toyota,Highlander,Automatic,15,3235000
2037,Lagos,foreign,0,,2006,Toyota,Matrix,Automatic,14,0
2038,Lagos,foreign,78000,,2008,Toyota,RAV 4,Automatic,12,3535000
2039,Lagos,foreign,88452,,2011,Lexus,RX 200,Automatic,9,7165000
2040,Lagos,foreign,0,,2005,Lexus,RX 200,Automatic,15,0
2041,Lagos,foreign,62833,,2004,Mercedes-Benz,ML 350,Automatic,16,2660000
2042,Lagos,foreign,0,,2008,Lexus,GX 470,Automatic,12,7165000
2043,Lagos,foreign,0,,2009,Mercedes-Benz,ML 350,Automatic,11,6285000
2044,Lagos,foreign,53182,,2013,Mercedes-Benz,G 63 AMG,Automatic,7,0
2045,Lagos,foreign,1,,2008,Toyota,Tacoma,Automatic,12,6835000
2046,Lagos,foreign,0,,2011,Toyota,Venza,Automatic,9,7165000
2047,Lagos,foreign,75421,,2005,Lexus,GX 470,Automatic,15,6065000
2048,Lagos,foreign,81889,,2005,Toyota,Highlander,Automatic,15,3315500
2049,Lagos,foreign,82000,,2012,Toyota,Highlander,Automatic,8,8595000
2050,Lagos,foreign,63212,,2013,Lexus,RX 350,Automatic,7,0
2051,Lagos,foreign,0,,2005,Toyota,4-Runner,Automatic,15,3755000
2052,Lagos,foreign,51622,,2016,Mercedes-Benz,GLE 350,Automatic,4,0
2053,Lagos,foreign,0,,2008,Mercedes-Benz,E 350,Automatic,12,3975000
2054,Lagos,foreign,45665,,2015,Mercedes-Benz,C 300,Automatic,5,0
2055,Lagos,foreign,45722,,2013,Mercedes-Benz,ML 350,Automatic,7,0
2056,Lagos,foreign,0,,2009,Acura,MDX,Automatic,11,3865000
2057,Lagos,foreign,0,,2008,Acura,MDX,Automatic,12,4250000
2058,Lagos,foreign,72000,,2007,Toyota,RAV 4,Automatic,13,3535000
2059,Lagos,foreign,63821,,2005,Mercedes-Benz,ML 350,Automatic,15,3235000
2060,Lagos,foreign,0,,2016,Lexus,RX 350,Automatic,4,19815000
2061,Lagos,foreign,63221,,2011,Toyota,Camry,Automatic,9,3865000
2062,Lagos,foreign,102732,,2008,Lexus,ES 350,Automatic,12,2970500
2063,Lagos,foreign,35000,,2015,Bentley,Continental,Automatic,5,49515000
2064,Lagos,foreign,64000,,2008,Mercedes-Benz,C 300,Automatic,12,3865000
2065,Lagos,foreign,0,,2018,Lexus,GX 470,Automatic,2,0
2066,Lagos,foreign,65000,,2011,Mercedes-Benz,E 350,Automatic,9,11015000
2067,Lagos,foreign,10000,,2000,Mercedes-Benz,ML 320,Automatic,20,762500
2068,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic,14,2430000
2069,Lagos,foreign,9584,,2005,Toyota,Sienna,Automatic,15,0
2070,Lagos,foreign,87251,,2007,Mercedes-Benz,ML 350,Automatic,13,3865000
2071,Lagos,foreign,92000,,2006,Toyota,Corolla,Automatic,14,2545000
2072,Lagos,foreign,78000,,2013,Ford,F 150,Automatic,7,0
2073,Lagos,foreign,84369,,2004,Toyota,Matrix,Automatic,16,2062000
2074,Lagos,foreign,62312,,2008,Toyota,Camry,Automatic,12,3465000
2075,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic,6,5350000
2076,Lagos,foreign,0,,2008,Toyota,FJ,Automatic,12,2775000
2077,Lagos,foreign,146000,,2004,Honda,Accord,Automatic,16,1498500
2078,Lagos,foreign,10000,,2013,Toyota,Highlander,Automatic,7,7935000
2079,Lagos,foreign,0,,2004,Toyota,Corolla,Automatic,16,0
2080,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic,10,3755000
2081,Lagos,foreign,0,,2010,Toyota,Sequoia,Automatic,10,0
